,avg_metallic_valence,avg_Density_(g/mL),avg_outer_shell_electrons,avg_Critical_Temperature,range_1st_ionization_potential_(kJ/mol),range_Pauling_Electronegativity,avg_l_quantum_number,avg_valence_d,range_families,range_Nagle_electonegativity,avg_Number_of_unfilled_d_valence_electrons,avg_Melting_point_(K),range_Molar_Heat_Capacity(J/mol_K),avg_abs_valence,range_metallic_valence,avg_families,range_Critical_Temperature,range_Mendele_Number,range_heat_of_fusion_(kJ/mol)_,range_Atomic_Radus,avg_thermal_conductivity_(W/(m_K))_,avg_Boiling_Point_(K),avg_heat_of_fusion_(kJ/mol)_,avg_Molar_Denstiy_(mol/ml),range_thermal_conductivity_(W/(m_K))_,avg_Molar_Heat_Capacity(J/mol_K),avg_Atomic_Radus,range_Gordy_electonegativity,range_Density_(g/mL),avg_Zunger_radii_sum,range_specific_heat_(J/g_K)_,avg_1st_ionization_potential_(kJ/mol),range_Boiling_Point_(K),avg_Cohesive_energy,avg_specific_heat_(J/g_K)_,avg_heat_atomization(kJ/mol),avg_Mendele_Number,sum_valence_d,avg_Gordy_electonegativity,avg_gilmor_number_of_valence_electron,avg_heat_of_vaporization_(kJ/mol)_,range_gilmor_number_of_valence_electron,avg_valence_p,sum_specific_heat_(J/g_K)_,range_Zunger_radii_sum,avg_polarizability(A^3),range_Melting_point_(K),sum_Density_(g/mL),avg_Number_of_unfilled_p_valence_electrons,avg_Nagle_electonegativity,avg_number_of_valence_electrons,avg_Pauling_Electronegativity,avg_Allred-Rockow_electronegativity,avg_Atomic_Weight,range_Molar_Denstiy_(mol/ml),range_group,range_abs_valence,sum_thermal_conductivity_(W/(m_K))_,sum_heat_of_fusion_(kJ/mol)_,range_Cohesive_energy,avg_Covalent_Radius,range_heat_atomization(kJ/mol),sum_outer_shell_electrons,range_heat_of_vaporization_(kJ/mol)_,avg_group,sum_polarizability(A^3),range_Covalent_Radius,range_Atomic_Weight,avg_Atomic_Number,sum_valence_p,avg_Period,range_Allred-Rockow_electronegativity,range_polarizability(A^3),avg_ionic_radius,sum_Critical_Temperature,range_l_quantum_number,sum_metallic_valence,avg_Orbital_Radius(pm),sum_heat_of_vaporization_(kJ/mol)_,sum_Molar_Denstiy_(mol/ml),sum_Cohesive_energy,sum_heat_atomization(kJ/mol),range_Atomic_Number,sum_Number_of_unfilled_d_valence_electrons,sum_abs_valence,range_Orbital_Radius(pm),range_number_of_valence_electrons,sum_Melting_point_(K),sum_Orbital_Radius(pm),sum_Atomic_Weight,sum_Zunger_radii_sum,sum_Boiling_Point_(K),sum_Molar_Heat_Capacity(J/mol_K),sum_Mendele_Number,sum_Atomic_Radus,avg_valence_s,sum_valence_f,avg_Number_of_unfilled_s_valence_electrons,sum_Atomic_Number,sum_Covalent_Radius,range_ionic_radius,sum_1st_ionization_potential_(kJ/mol),sum_Gordy_electonegativity,sum_ionic_radius,sum_Nagle_electonegativity,sum_group,sum_Number_of_unfilled_s_valence_electrons,sum_number_of_valence_electrons,sum_Pauling_Electronegativity,range_valence_d,avg_valence_f,range_Period,sum_l_quantum_number,range_Number_of_unfilled_d_valence_electrons,avg_Number_of_unfilled_f_valence_electrons,sum_Allred-Rockow_electronegativity,range_outer_shell_electrons,sum_gilmor_number_of_valence_electron,sum_Number_of_unfilled_p_valence_electrons,sum_Period,sum_families,range_valence_f,range_Number_of_unfilled_p_valence_electrons,range_valence_p,sum_Number_of_unfilled_f_valence_electrons,sum_valence_s,range_Number_of_unfilled_f_valence_electrons,range_Number_of_unfilled_s_valence_electrons,range_valence_s
348,3.62,5.8185714285714285,3.8571428571428568,3018.285714285714,288.0,0.8899999999999999,1.4285714285714284,2.142857142857143,3.0,1.02,7.857142857142856,1193.0071428571428,1.870000000000001,4.428571428571429,3.78,5.714285714285714,2943.0,40.0,10.209999999999996,0.6299999999999999,40.45428571428572,1809.7214285714283,11.065714285714286,0.0942857142857142,93.18,24.468571428571423,1.2999999999999998,2.49,2.4000000000000004,1.7828571428571427,0.13,817.5714285714284,1987.0,3.162857142857143,0.3757142857142856,299.85714285714283,71.85714285714286,15.0,4.692857142857142,5.142857142857142,169.1,2.0,2.2857142857142856,2.63,1.15,7.142857142857142,1640.0,40.73,3.714285714285714,1.8728571428571428,6.0,2.168571428571428,2.0957142857142856,67.40571428571428,0.08,10.0,1.0,283.18,77.46,1.6399999999999997,1.207142857142857,170.0,27.0,306.6,11.714285714285714,50.0,0.1100000000000001,26.959999999999994,29.71428571428571,16.0,4.0,0.7800000000000002,7.8,1.2571428571428571,21128.0,1.0,25.34,114.72857142857144,1183.7,0.66,22.14,2099.0,10.0,55.0,31.0,53.500000000000014,0.0,8351.050000000001,803.1,471.84,12.48,12668.05,171.27999999999997,503.0,9.1,1.5714285714285714,0.0,0.4285714285714285,208.0,8.45,0.25,5723.0,32.85,8.799999999999999,13.11,82.0,3.0,42.0,15.18,5.0,0.0,0.0,10.0,5.0,14.0,14.67,5.0,36.0,26.0,28.0,40.0,0.0,4.0,4.0,98.0,11.0,0.0,1.0,1.0
349,1.258095238095238,3.822380952380952,4.904761904761904,2167.76,661.0,1.78,1.0476190476190474,3.095238095238095,3.0,2.33,6.904761904761904,528.35,15.906,3.1904761904761902,5.78,6.19047619047619,5245.42,38.0,49.98,1.18,17.136190476190475,1174.088095238095,7.082571428571428,0.0433333333333333,93.67,18.27219047619047,0.8761904761904762,5.1,11.4,1.058095238095238,0.89,1062.809523809524,4184.85,2.8257142857142856,0.6814285714285714,271.76190476190476,82.04761904761904,65.0,6.731066666666666,5.0476190476190474,115.75333333333332,3.0,2.952380952380952,14.310000000000002,1.97,3.2323809523809524,2297.4,80.27000000000001,3.047619047619047,2.8252380952380953,5.142857142857142,2.773333333333333,2.8663809523809523,71.84857142857142,0.22,10.0,4.0,359.86,148.73399999999998,3.78,0.9757142857142856,377.0,103.0,486.29,14.666666666666666,67.88,0.74,196.39,29.61904761904762,62.0,3.2380952380952377,1.96,10.81,1.0047619047619043,45522.96,1.0,26.42,74.73809523809524,2430.8199999999997,0.91,59.34,5707.0,77.0,145.0,67.0,100.3,3.0,11095.35,1569.5,1508.8199999999997,22.22,24655.85,383.716,1723.0,18.4,1.9523809523809523,84.0,0.0476190476190476,622.0,20.49,1.2000000000000002,22319.0,141.3524,21.1,59.33,308.0,1.0,108.0,58.24,10.0,4.0,4.0,22.0,10.0,10.0,60.194,5.0,106.0,64.0,68.0,130.0,14.0,4.0,4.0,210.0,41.0,14.0,1.0,1.0
350,1.9266666666666667,2.3966666666666665,4.333333333333333,1669.7199999999998,661.0,1.78,1.3333333333333333,1.6666666666666663,3.0,2.33,8.333333333333332,746.55,8.679999999999998,4.333333333333333,5.78,5.999999999999999,4545.42,38.0,16.68,1.18,31.253333333333337,1041.8166666666666,5.779999999999999,0.0466666666666666,93.67,17.61333333333333,0.8733333333333332,5.1,7.19,1.1266666666666665,0.47,1093.6666666666667,2855.0,3.1133333333333333,0.7633333333333333,298.3333333333333,74.33333333333333,5.0,6.669999999999999,5.333333333333333,117.04,2.0,2.6666666666666665,2.29,1.97,4.393333333333333,2075.4,7.19,3.333333333333333,2.8433333333333333,6.0,2.8466666666666662,2.956666666666666,28.0,0.14,10.0,1.0,93.76,17.34,1.4799999999999995,0.91,148.0,13.0,340.89,12.666666666666666,13.18,0.54,36.0,13.333333333333332,8.0,2.6666666666666665,1.96,10.81,0.8666666666666666,5009.16,1.0,5.78,78.43333333333334,351.12,0.14,9.34,895.0,16.0,25.0,13.0,100.3,0.0,2239.65,235.3,84.0,3.38,3125.4500000000003,52.84,223.0,2.62,1.6666666666666663,0.0,0.3333333333333333,40.0,2.73,0.7999999999999999,3281.0,20.01,2.5999999999999996,8.530000000000001,38.0,1.0,18.0,8.54,5.0,0.0,2.0,4.0,5.0,13.999999999999998,8.87,5.0,16.0,10.0,8.0,18.0,0.0,4.0,4.0,42.0,5.0,0.0,1.0,1.0
351,1.445,1.7975,4.75,1290.935,661.0,1.78,1.25,1.25,3.0,2.33,8.75,573.6,8.679999999999998,4.25,5.78,6.25,4545.42,38.0,16.68,1.18,23.4475,803.9000000000001,4.39,0.035,93.67,16.89,0.7749999999999999,5.1,7.19,0.9625,0.47,1148.75,2855.0,2.99,0.8025000000000001,286.0,77.5,5.0,7.095,5.5,88.63250000000001,2.0,3.0,3.2100000000000004,1.97,3.4924999999999997,2075.4,7.19,3.0,3.0374999999999996,6.0,2.995,3.12,25.0,0.14,10.0,1.0,93.79,17.56,1.4799999999999995,0.865,148.0,19.0,340.89,13.5,13.97,0.54,36.0,12.0,12.0,2.5,1.96,10.81,0.7999999999999999,5163.74,1.0,5.78,70.075,354.53000000000003,0.14,11.96,1144.0,16.0,35.0,17.0,100.3,0.0,2294.4,280.3,100.0,3.85,3215.6000000000004,67.56,310.0,3.0999999999999996,1.75,0.0,0.25,48.0,3.46,0.7999999999999999,4595.0,28.38,3.1999999999999997,12.15,54.0,1.0,24.0,11.98,5.0,0.0,2.0,5.0,5.0,14.0,12.48,5.0,22.0,12.0,10.0,25.0,0.0,4.0,4.0,56.0,7.0,0.0,1.0,1.0
352,1.37,3.098333333333333,4.833333333333333,1786.3866666666663,661.0,1.78,1.1666666666666663,2.5,3.0,2.33,7.499999999999999,491.6333333333333,12.216,3.833333333333333,5.78,6.166666666666666,5245.42,38.0,16.68,1.18,21.52,886.4833333333333,3.763166666666666,0.0325,93.67,18.202666666666666,0.8533333333333332,5.1,11.4,1.0683333333333331,0.79,1104.1666666666667,2855.0,2.768333333333333,0.71,264.8333333333333,79.66666666666666,15.0,6.915066666666666,5.333333333333333,89.27333333333334,2.0,3.0,4.26,1.97,3.593333333333333,2075.4,18.59,3.0,2.9216666666666664,5.666666666666666,2.8816666666666664,2.9906666666666664,53.86666666666666,0.14,10.0,3.0,129.12,22.578999999999997,2.07,0.9433333333333334,201.0,29.0,340.89,14.0,21.56,0.74,191.2,22.999999999999996,18.0,3.0,1.96,10.81,0.9333333333333332,10718.32,1.0,8.22,74.46666666666667,535.64,0.195,16.61,1589.0,74.0,45.0,23.0,100.3,2.0,2949.8,446.8,323.2,6.409999999999999,5318.900000000001,109.216,478.0,5.12,1.8333333333333333,14.0,0.1666666666666666,138.0,5.66,1.2000000000000002,6625.0,41.490399999999994,5.6,17.53,84.0,1.0,34.0,17.29,10.0,2.333333333333333,4.0,7.0,10.0,11.666666666666664,17.944,5.0,32.0,18.0,18.0,37.0,14.0,4.0,4.0,70.0,11.0,14.0,1.0,1.0
353,3.9266666666666663,6.8566666666666665,1.6666666666666663,4946.666666666666,181.0,0.3899999999999999,1.3333333333333333,8.333333333333332,2.0,0.5899999999999999,1.6666666666666663,1312.8166666666666,2.1700000000000017,3.6666666666666665,2.78,5.333333333333333,370.0,36.0,2.9700000000000024,0.3299999999999998,47.43333333333334,2463.8166666666666,18.88,0.08,69.4,24.846666666666664,1.44,1.73,0.5,1.9933333333333332,0.24,773.6666666666666,722.0,3.1999999999999997,0.29,307.0,73.0,25.0,4.423333333333333,4.666666666666666,166.19333333333333,1.0,2.0,0.87,0.6699999999999999,8.266666666666666,1226.0,20.57,4.0,1.6833333333333331,5.333333333333333,1.9199999999999997,1.8699999999999997,98.50666666666666,0.09,9.0,2.0,142.3,56.64,1.3499999999999996,1.3433333333333333,135.0,5.0,267.16,12.0,24.799999999999997,0.1099999999999998,69.76,42.0,6.0,4.666666666666666,0.33,5.0,1.4333333333333331,14840.0,1.0,11.78,127.96666666666668,498.58,0.24,9.6,921.0,27.0,5.0,11.0,26.000000000000018,1.0,3938.45,383.9,295.52,5.98,7391.450000000001,74.53999999999999,219.0,4.32,1.6666666666666663,0.0,0.3333333333333333,126.0,4.029999999999999,0.05,2321.0,13.27,4.3,5.05,36.0,1.0,16.0,5.76,5.0,0.0,1.0,4.0,5.0,13.999999999999998,5.609999999999999,1.0,14.0,12.0,14.0,16.0,0.0,3.0,3.0,42.0,5.0,0.0,1.0,1.0
354,4.593333333333334,3.95,3.0,5006.0,134.0,0.24,1.3333333333333333,1.6666666666666663,2.0,0.5800000000000001,8.333333333333332,1832.15,3.4599999999999973,3.0,1.7800000000000002,5.333333333333333,459.0,29.0,33.65,0.5499999999999998,129.89999999999998,2733.8166666666666,39.33333333333333,0.1,54.3,21.093333333333337,1.2933333333333332,0.9200000000000004,4.86,1.7599999999999998,0.2599999999999999,742.3333333333333,317.0,4.453333333333333,0.6233333333333333,433.66666666666663,68.33333333333333,5.0,3.8833333333333337,4.0,370.9133333333333,0.0,1.3333333333333333,1.87,1.02,7.466666666666667,447.0,11.85,4.666666666666666,1.6766666666666663,4.666666666666666,1.82,1.8299999999999996,36.06,0.06,8.0,3.0,389.7,118.0,0.5300000000000002,1.163333333333333,55.0,9.0,39.920000000000016,11.333333333333332,22.4,0.1599999999999999,23.91,17.333333333333332,4.0,3.333333333333333,0.27,6.199999999999999,1.2,15018.0,1.0,13.78,119.63333333333333,1112.74,0.3,13.36,1301.0,10.0,25.0,9.0,38.500000000000014,2.0,5496.450000000001,358.9,108.18,5.279999999999999,8201.45,63.28,205.0,3.88,1.6666666666666663,0.0,0.3333333333333333,52.0,3.49,0.2999999999999998,2227.0,11.65,3.6,5.03,34.0,1.0,14.0,5.46,5.0,0.0,1.0,4.0,5.0,13.999999999999998,5.49,3.0,12.0,14.0,10.0,16.0,0.0,2.0,2.0,42.0,5.0,0.0,1.0,1.0
355,3.26,6.556666666666667,1.6666666666666663,3119.333333333333,216.0,0.4400000000000001,1.3333333333333333,8.333333333333332,2.0,0.79,1.6666666666666663,1191.8166666666666,2.120000000000001,4.333333333333333,3.78,5.333333333333333,2371.0,41.0,0.5899999999999999,0.4299999999999999,32.800000000000004,1823.6833333333336,17.29333333333333,0.08,91.35,24.813333333333333,1.373333333333333,2.1700000000000004,0.9500000000000002,1.9266666666666663,0.25,796.9999999999999,1682.2,2.826666666666666,0.2833333333333333,263.66666666666663,76.33333333333333,25.0,4.716666666666667,5.333333333333333,149.8,2.0,2.6666666666666665,0.8500000000000001,0.77,7.533333333333333,1407.5,19.67,3.333333333333333,1.8166666666666669,6.0,1.9533333333333331,1.99,102.4,0.09,10.0,1.0,98.4,51.879999999999995,1.9099999999999997,1.3233333333333333,200.0,5.0,291.75,12.666666666666666,22.6,0.08,75.6,42.666666666666664,8.0,4.666666666666666,0.5100000000000002,6.1,1.4,9358.0,1.0,9.78,122.5,449.4,0.24,8.48,791.0,28.0,5.0,13.0,34.20000000000002,0.0,3575.45,367.5,307.2,5.779999999999999,5471.05,74.44,229.0,4.12,1.6666666666666663,0.0,0.3333333333333333,128.0,3.97,0.0,2391.0,14.15,4.199999999999999,5.45,38.0,1.0,18.0,5.86,5.0,0.0,1.0,4.0,5.0,13.999999999999998,5.970000000000001,1.0,16.0,10.0,14.0,16.0,0.0,4.0,4.0,42.0,5.0,0.0,1.0,1.0
356,1.044,4.271,5.0,1948.0,764.0,2.17,0.7,2.0,7.0,1.77,8.0,397.81,12.7123556,3.5,5.44,5.9,6896.0,90.0,9.21,2.04,50.93900000000001,819.4300000000001,5.852,0.04067,428.88,34.09676444,1.468,2.56,8.629999999999999,2.0197000000000003,0.35,902.6,2153.2000000000003,1.405,0.366,132.10000000000002,73.1,20.0,5.59988,5.1000000000000005,58.349999999999994,6.0,3.3,3.66,3.109999999999999,15.31,969.2,42.71,2.7000000000000006,2.022,6.0,2.329,2.134,106.207037,0.09,16.0,5.0,509.39,58.52,2.1500000000000004,1.4329999999999998,205.0,50.0,235.14,13.0,153.1,1.11,129.08037,45.0,33.0,4.7,2.03,56.5,1.53,19480.0,1.0,10.44,127.23,583.5,0.4067,14.05,1321.0,48.0,80.0,35.0,166.70000000000002,10.0,3978.1,1272.3,1062.07037,20.197,8194.3,340.96764440000004,731.0,14.68,1.7,14.0,0.3,450.0,14.33,1.4500000000000002,9026.0,55.9988,15.3,20.22,130.0,3.0,60.0,23.29,10.0,1.4,2.0,7.0,10.0,12.6,21.34,6.0,51.0,27.0,47.0,59.0,14.0,5.0,5.0,126.0,17.0,14.0,1.0,1.0
357,1.044,2.399,5.0,1847.776,875.0,2.37,0.7,2.0,7.0,2.03,8.0,341.53000000000003,14.88,3.5,5.44,5.9,7063.04,89.0,9.21,2.19,50.873000000000005,763.3900000000001,4.616,0.01667,428.99,21.63476444,1.378,2.99,10.5,1.9057,0.36,969.2,2246.6,1.513,0.372,137.5,72.5,20.0,5.85788,5.1000000000000005,55.206,6.0,3.3,3.72,3.3,14.77,1063.0,23.99,2.7000000000000006,2.178,6.0,2.449,2.242,79.537037,0.1,16.0,5.0,508.73,46.16,2.1500000000000004,1.343,205.0,50.0,240.38,13.0,147.7,1.26,173.53037,34.2,33.0,4.1,2.21,57.4,1.44,18477.76,1.0,10.44,119.67,552.0600000000001,0.1667,15.13,1375.0,66.0,80.0,35.0,179.3,10.0,3415.3,1196.7,795.3703700000001,19.057,7633.900000000001,216.3476444,725.0,13.78,1.7,14.0,0.3,342.0,13.43,1.6,9692.0,58.5788,14.4,21.78,130.0,3.0,60.0,24.49,10.0,1.4,3.0,7.0,10.0,12.6,22.42,6.0,51.0,27.0,41.0,59.0,14.0,5.0,5.0,126.0,17.0,14.0,1.0,1.0
358,1.076923076923077,1.063076923076923,4.307692307692308,2202.0046153846156,938.0,2.65,0.8461538461538461,0.0,6.0,2.83,10.0,581.3038461538463,20.869999999999997,2.6153846153846154,3.0,5.615384615384615,8395.42,82.0,49.98,2.5,46.15461538461539,1272.7423076923078,9.823076923076924,0.0507692307692307,236.97,18.26615384615385,1.0323076923076924,4.85,2.7,1.2976923076923077,0.78,977.5384615384615,4184.85,2.9492307692307693,0.8276923076923077,284.53846153846155,69.92307692307693,0.0,6.437692307692307,4.307692307692308,132.73461538461538,5.0,2.4615384615384617,10.760000000000002,3.84,11.333076923076923,2297.4,13.82,3.5384615384615383,2.62,4.307692307692308,2.5353846153846153,2.6084615384615386,34.87692307692308,0.22,15.0,3.0,600.01,127.7,5.01,1.0469230769230768,494.0,56.0,486.29,12.769230769230768,147.33,1.52,122.1,15.53846153846154,32.0,2.769230769230769,2.9499999999999997,58.81,1.046153846153846,28626.06,1.0,14.0,95.09230769230768,1725.5499999999995,0.66,38.34,3699.0,50.0,130.0,34.0,206.8,5.0,7556.950000000001,1236.2,453.4,16.869999999999997,16545.65,237.46,909.0,13.42,1.8461538461538465,0.0,0.1538461538461538,202.0,13.61,2.0,12708.0,83.69,13.6,34.06,166.0,2.0,56.0,32.96,0.0,0.0,4.0,11.0,0.0,14.0,33.91,5.0,56.0,46.0,36.0,73.0,0.0,4.0,4.0,182.0,24.0,0.0,1.0,1.0
359,0.8695652173913043,0.9356521739130436,4.869565217391305,862.0052173913043,938.0,2.65,0.782608695652174,0.0,6.0,2.83,10.0,244.9152173913043,17.18,3.3043478260869565,3.0,5.826086956521739,3115.42,82.0,7.53,2.5,5.581739130434783,482.5413043478261,1.4413043478260872,0.0152173913043478,35.87,19.53521739130435,1.0517391304347825,3.939999999999999,3.5,1.32,0.72,1074.1304347826087,1823.0,2.5086956521739134,0.7408695652173913,236.69565217391303,69.0,0.0,6.9256521739130426,4.869565217391305,28.597391304347823,5.0,2.956521739130435,17.04,3.84,11.467826086956524,943.4,21.52,3.0434782608695654,2.786086956521739,4.869565217391305,2.6595652173913047,2.7608695652173916,44.595217391304345,0.06,15.0,3.0,128.38,33.15,2.63,1.082608695652174,236.0,112.0,138.59,12.695652173913045,263.76,1.52,121.33,19.565217391304348,68.0,3.0434782608695654,2.9499999999999997,58.81,1.0456521739130435,19826.12,1.0,20.0,92.1391304347826,657.74,0.35,57.7,5444.0,48.0,230.0,76.0,206.8,5.0,5633.049999999999,2119.2,1025.69,30.36,11098.45,449.31,1587.0,24.19,1.9130434782608696,0.0,0.0869565217391304,450.0,24.9,2.0,24705.0,159.29,24.049999999999997,64.08,292.0,2.0,112.0,61.169999999999995,0.0,0.0,4.0,18.0,0.0,14.0,63.5,5.0,112.0,70.0,70.0,134.0,0.0,4.0,4.0,322.0,44.0,0.0,1.0,1.0
360,1.2922448979591836,1.37,4.571428571428571,1420.9844897959183,938.0,2.65,0.8979591836734693,0.6122448979591837,6.0,2.83,9.387755102040815,848.0132653061224,20.869999999999997,2.653061224489796,4.44,6.244897959183673,3129.42,82.0,49.98,2.5,16.225306122448977,1549.4479591836732,16.98183673469388,0.0771428571428571,96.77,14.897755102040817,0.7785714285714285,4.449999999999999,8.65,0.8416326530612244,0.79,1080.8979591836733,4184.85,3.497959183673469,0.8826530612244898,339.46938775510205,77.71428571428571,30.0,6.705714285714285,4.5102040816326525,170.7116326530612,5.0,2.6122448979591835,43.25,3.84,4.304489795918367,2297.4,67.13,3.387755102040816,2.849183673469388,5.183673469387755,2.7675510204081633,2.8522448979591832,24.979795918367344,0.22,15.0,4.0,795.0400000000001,832.11,5.01,0.8673469387755101,494.0,224.0,486.29,14.163265306122447,210.92,1.52,122.1,11.387755102040815,128.0,2.346938775510204,2.9499999999999997,58.81,0.8214285714285714,69628.24,1.0,63.32,68.57959183673468,8364.869999999999,3.78,171.39999999999998,16634.0,50.0,460.0,130.0,206.8,11.0,41552.65,3360.4,1224.01,41.239999999999995,75922.95,729.99,3808.0,38.15,1.9591836734693877,0.0,0.0408163265306122,558.0,42.5,2.0,52964.0,328.58,40.25,139.61,694.0,2.0,254.0,135.61,10.0,0.0,4.0,44.0,10.0,14.0,139.76,5.0,221.0,166.0,115.0,306.0,0.0,4.0,4.0,686.0,96.0,0.0,1.0,1.0
361,2.591111111111111,6.072222222222223,1.7777777777777777,2452.4444444444443,493.0,1.31,0.4444444444444444,7.777777777777778,5.0,1.29,2.2222222222222223,586.2055555555555,6.379999999999999,2.0,3.4400000000000004,4.222222222222221,1022.0,85.0,15.4,1.75,41.28888888888888,1116.7277777777776,10.30111111111111,0.0511111111111111,94.45,27.047777777777775,1.7455555555555555,1.5200000000000005,6.78,2.4399999999999995,0.0399999999999999,759.1111111111111,320.80000000000007,1.5377777777777777,0.2188888888888889,142.44444444444446,64.44444444444444,70.0,4.708888888888889,3.2222222222222223,71.59888888888888,5.0,1.7777777777777777,1.97,2.6399999999999997,18.08888888888889,421.1,54.650000000000006,4.222222222222221,1.5833333333333333,6.888888888888889,1.672222222222222,1.6133333333333333,123.71666666666668,0.07,15.0,4.0,371.6,92.71,1.39,1.5933333333333333,118.0,16.0,47.02,11.333333333333332,162.8,0.8999999999999999,20.5,51.33333333333333,16.0,5.222222222222222,1.5,54.1,1.7166666666666663,22072.0,1.0,23.32,144.79999999999998,644.3899999999999,0.46,13.84,1282.0,7.0,20.0,18.0,140.70000000000002,11.0,5275.85,1303.2,1113.4499999999998,21.96,10050.55,243.43,580.0,15.71,1.7777777777777777,0.0,0.2222222222222222,462.0,14.34,1.2000000000000002,6832.0,42.379999999999995,15.45,14.25,102.0,2.0,62.0,15.05,10.0,0.0,1.0,4.0,10.0,13.999999999999998,14.52,1.0,29.0,38.0,47.0,38.0,0.0,4.0,4.0,126.0,16.0,0.0,1.0,1.0
362,2.6254545454545455,4.126363636363637,3.454545454545454,2857.090909090909,624.0,1.79,1.0,3.6363636363636367,6.0,1.7000000000000002,6.363636363636363,641.2227272727273,9.13,2.5454545454545454,4.44,5.181818181818182,4107.0,83.0,18.15,2.1,83.97727272727273,1418.1954545454546,7.1472727272727266,0.0636363636363636,400.73,25.19,1.4472727272727273,2.1899999999999995,7.090000000000001,1.9763636363636363,0.5,810.0,2122.3,2.5754545454545457,0.4736363636363636,250.27272727272725,68.0,40.0,5.039090909090909,4.181818181818182,85.39636363636365,5.0,2.3636363636363633,5.21,3.2099999999999995,14.572727272727274,1054.6,45.39000000000001,3.636363636363636,1.8918181818181816,5.818181818181818,2.034545454545454,1.9936363636363637,72.43545454545455,0.13,15.0,4.0,923.75,78.62,2.6900000000000004,1.3745454545454543,259.0,38.0,290.5,12.181818181818182,160.29999999999998,1.23,100.84,31.81818181818182,26.0,4.090909090909091,1.9299999999999995,56.7,1.4363636363636365,31428.0,2.0,28.880000000000003,125.94545454545454,939.36,0.7,28.33,2753.0,39.0,70.0,28.0,170.8,10.0,7053.45,1385.4,796.79,21.74,15600.15,277.09000000000003,748.0,15.92,1.6363636363636362,0.0,0.3636363636363636,350.0,15.12,1.6,8910.0,55.43,15.8,20.81,134.0,4.0,64.0,22.380000000000003,10.0,0.0,3.0,11.0,10.0,14.0,21.93,5.0,46.0,40.0,45.0,57.0,0.0,4.0,4.0,154.0,18.0,0.0,1.0,1.0
363,1.1784615384615384,6.436923076923077,4.923076923076923,1202.5384615384617,632.0,1.87,1.076923076923077,8.461538461538462,7.0,1.48,1.5384615384615383,338.38846153846157,4.739999999999998,3.230769230769231,4.44,6.0,1119.0,91.0,5.73,1.83,7.724615384615384,571.6884615384615,5.663461538461538,0.0416846153846153,35.449999999999996,28.055848461538464,1.560769230769231,3.8169,11.63,2.197692307692308,0.1009999999999999,910.5384615384615,485.0,0.9607692307692308,0.1982307692307692,92.0769230769231,76.23076923076924,110.0,6.2339,4.692307692307693,36.858999999999995,6.0,3.076923076923077,2.577,2.72,13.492307692307694,152.39999999999998,83.68,2.923076923076923,1.873846153846154,7.230769230769232,2.22,1.96,144.83,0.0573,16.0,5.0,100.42,73.625,0.44,1.5084615384615383,46.0,64.0,46.989999999999995,13.384615384615383,175.4,0.92,73.69,59.53846153846155,40.0,5.384615384615385,1.6999999999999995,54.6,1.6076923076923078,15633.0,2.0,15.32,128.9692307692308,479.167,0.5419,12.490000000000002,1197.0,27.0,20.0,42.0,147.4,11.0,4399.049999999999,1676.6,1882.79,28.57,7431.95,364.72603,991.0,20.29,1.8461538461538465,42.0,0.1538461538461538,774.0,19.61,1.2000000000000002,11837.0,81.0407,20.9,24.36,174.0,2.0,94.0,28.86,10.0,3.230769230769231,1.0,14.0,10.0,10.76923076923077,25.48,6.0,61.0,38.0,70.0,78.0,14.0,5.0,5.0,140.0,24.0,14.0,1.0,1.0
364,2.591111111111111,5.835555555555556,3.5555555555555554,1593.0,631.0,1.79,1.1111111111111112,3.333333333333333,6.0,1.7000000000000002,6.666666666666667,316.62777777777774,9.13,2.0,3.4400000000000004,4.666666666666666,624.0,83.0,0.575,2.1,10.877777777777776,738.461111111111,1.9938888888888888,0.0513222222222222,35.629999999999995,26.502892222222226,1.623333333333333,3.8169,11.63,2.25,0.571,863.6666666666665,312.0,1.6677777777777778,0.4152222222222222,161.88888888888889,63.888888888888886,30.0,6.33341111111111,3.2222222222222223,39.15188888888888,5.0,1.7777777777777777,3.737,3.2099999999999995,16.333333333333332,151.7,52.52,4.222222222222221,1.7955555555555556,6.888888888888889,1.988888888888889,1.8844444444444444,110.6522222222222,0.0573,15.0,4.0,97.9,17.945,2.18,1.45,218.0,32.0,57.94,11.333333333333332,147.0,1.23,168.52,46.0,16.0,4.666666666666666,1.9299999999999995,56.7,1.522222222222222,14337.0,2.0,23.32,129.48888888888888,352.367,0.4619,15.010000000000002,1457.0,64.0,60.0,18.0,170.8,11.0,2849.6499999999996,1165.4,995.87,20.25,6646.15,238.52603,575.0,14.61,1.7777777777777777,42.0,0.2222222222222222,414.0,13.05,1.6,7773.0,57.0007,13.7,16.16,102.0,2.0,62.0,17.9,10.0,4.666666666666666,3.0,10.0,10.0,9.333333333333332,16.96,5.0,29.0,38.0,42.0,42.0,14.0,4.0,4.0,84.0,16.0,14.0,1.0,1.0
