Formula,Material ID,density,density_atomic,avg_Density_(g/mL),sum_Density_(g/mL),range_Density_(g/mL)
K3Ta2AsS11,mp-1211748,3.363809601,26.33257545,3.7811764705882354,64.28,15.740000000000002
K3Ta2AsSe11,mp-683905,4.692403558,29.61486002,5.541176470588235,94.2,15.740000000000002
K3Th2Cu3S7,mp-638086,4.607611653,23.94107198,4.49,67.35,10.84
K3Ti2P5S18,mp-1211873,2.160345072,25.94363732,2.072142857142857,58.019999999999996,3.68
K4Ge(PSe3)4,mp-1195433,3.321124546,30.96262082,3.500952380952381,73.52000000000001,4.46
K4GeS4,mp-556627,2.267570136,29.07171217,1.8933333333333333,17.04,4.46
K4GeSe4,mp-568847,3.064977075,32.80007259,3.102222222222222,27.92,4.46
K4Nb2S11,mp-15148,2.444082237,27.77280675,2.55,43.35,7.71
K5In3P6Se19,mp-1199321,3.711781268,30.17751112,3.883636363636364,128.16,6.449999999999999
K6Cd4Sn3Se13,mp-6296,3.14159189,42.01783185,4.7676923076923075,123.96000000000001,7.79
K6CdTe4,mp-17698,3.179069555,40.71367136,3.5245454545454544,38.77,7.79
KAg2PS4,mp-12532,3.650312446,23.54513715,3.995,31.96,9.64
KAg2SbS3,mp-1192667,4.324988718,25.93188489,4.965714285714285,34.76,9.64
KAg2SbS4,mp-9490,3.921085921,26.7250887,4.60375,36.83,9.64
KAsSe2,mp-14659,3.514308916,32.12344436,4.0425,16.17,4.87
KAu(IO3)4,mp-557441,4.904763259,17.59883109,2.2155555555555555,39.879999999999995,19.3
KBaAsSe3,mp-1191826,4.083017594,33.09316464,4.076666666666666,24.46,4.87
KBaB5O9,mp-557420,2.972581914,13.07428649,1.00375,16.06,3.5
KBaSbSe3,mp-1190698,4.347490183,34.06167683,4.236666666666666,25.42,5.83
KBi3S5,mp-1223584,4.528073265,33.67168073,4.495555555555555,40.46,8.89
KBiS2,mp-1223443,4.75650785,27.24870639,3.6875,14.75,8.89
KBiSe2,mp-36539,5.494115876,30.6772153,5.047499999999999,20.189999999999998,8.89
KBr,mp-23251,2.763056204,35.75894835,1.99,3.98,2.2600000000000002
KCl,mp-23193,1.995763839,31.0145278,0.43,0.86,0.86
KCu2BiS3,mp-1194436,4.779319152,23.39607483,4.962857142857143,34.74,8.89
KCu2SbS3,mp-1192531,4.097311624,22.24065563,4.525714285714286,31.68,8.100000000000001
KCu3S2,mp-9868,4.584443789,17.74030082,5.313333333333334,31.880000000000003,8.100000000000001
KCu4AsS4,mp-557728,4.172262438,19.75900877,5.071000000000001,50.71000000000001,8.100000000000001
KF,mp-463,2.579080539,18.70275935,0.43,0.86,0.86
KH3(SeO3)2,mp-1180593,2.883503299,14.20677895,0.87,10.44,4.79
KI,mp-22898,3.100477185,44.4534935,2.895,5.79,4.069999999999999
KIO3,mp-1200675,4.037656091,17.60214159,1.158,5.79,4.93
KIn(TeO3)2,mp-1195253,4.908837215,17.08672206,2.0650000000000004,20.65,7.31
KInS2,mp-505412,3.178619715,28.47732915,3.0774999999999997,12.309999999999999,6.449999999999999
KInSe2,mp-505700,4.012864702,32.25976933,4.4375,17.75,6.449999999999999
KLiCO3,mp-562137,2.162797306,13.57017126,0.6083333333333333,3.65,2.25
KNa2Sb,mp-15724,3.003881322,28.58487691,2.3725,9.49,5.83
KNb3(SeO6)2,mp-1202434,4.087312506,15.07092099,2.008333333333333,36.15,8.57
KNb3(TeO6)2,mp-1202170,4.579284713,15.41154556,2.1694444444444443,39.05,8.57
KP(HO2)2,mp-23959,2.385660174,11.84029484,0.335,2.68,1.82
KPSe3,mp-569702,3.278374933,31.09503342,3.41,17.05,3.93
KPSe6,mp-18625,3.825810071,29.50533246,3.9275,31.42,3.93
KSb,mp-1536,3.457066708,38.63267821,3.7750000000000004,7.550000000000001,5.83
KSb(SO4)2,mp-1195296,3.20114544,15.25867596,0.9741666666666666,11.690000000000001,6.69
KSb5S8,mp-15559,3.973803903,26.99503973,3.633571428571429,50.870000000000005,5.83
KSbS2,mp-11703,3.126561607,29.87322086,2.9225000000000003,11.690000000000001,5.83
KSbSe2,mp-9576,3.977084352,33.27461614,4.282500000000001,17.130000000000003,5.83
KSiBiS4,mp-866651,3.692352626,25.98274448,3.031428571428571,21.22,8.89
KSm2CuS4,mp-11604,4.567940152,24.15702947,4.1425,33.14,8.100000000000001
KSnAuS3,mp-1223460,4.454546547,28.01830585,5.613333333333333,33.68,18.44
KSnAuSe3,mp-1223442,5.287918988,30.96574242,6.973333333333333,41.84,18.44
KTa3(TeO6)2,mp-1200554,6.399932119,14.8345188,3.5077777777777777,63.14,16.6
KTaO3,mp-3614,6.981426042,12.75092401,3.4920000000000004,17.46,16.6
KTeP2,mp-1188829,3.239213836,29.30304562,2.685,10.74,5.38
KThCuS3,mp-12365,4.678085718,25.49079304,4.621666666666666,27.729999999999997,10.84
KTiPO5,mp-6268,3.039892531,13.5153036,0.9025000000000001,7.220000000000001,4.54
KUClO3,mp-1095429,4.627344653,21.56580722,3.3099999999999996,19.86,19
KV4Ag11O16,mp-553910,5.723961279,15.2794135,4.4,140.8,10.5
KY(TeO3)2,mp-1194980,4.312778366,18.4505478,1.7810000000000001,17.810000000000002,6.24
KZn4(BO3)3,mp-6652,3.489521739,13.35672631,2.1411764705882352,36.4,7.13
La10Se14O,mp-558535,6.151065714,27.10927649,5.1424,128.56,6.15
La2Fe(SeO)2,mp-1078132,6.283013898,19.76795405,4.248571428571428,29.740000000000002,7.86
La2HfS5,mp-1197947,5.853389351,21.86620865,4.49375,35.95,11.23
La2Mn(SeO)2,mp-1196301,5.798045891,21.38430509,4.187142857142857,29.310000000000002,7.43
La2MoO5,mp-1105399,6.066582527,15.52493058,2.8125,22.5,10.2
La2O3,mp-1968,6.615226586,16.35677322,2.4600000000000004,12.3,6.15
La2S3,mp-7475,4.927142517,25.20939763,3.702,18.509999999999998,4.08
La2Se3,mp-32798,6.045119341,28.27618,5.3340000000000005,26.67,1.3600000000000003
La2TiCoO6,mp-1211314,6.332539967,12.60264589,2.5740000000000003,25.740000000000002,8.9
La2Zn(SeO)2,mp-1196943,5.908797516,21.4038644,4.144285714285714,29.009999999999998,7.13
La2ZrS5,mp-1198687,4.96373341,22.13613192,3.6450000000000005,29.160000000000004,4.4399999999999995
La3CuGeSe7,mp-510011,5.866857827,26.07769012,5.5216666666666665,66.26,4.170000000000001
La3LuSe6,mp-645695,6.46932821,27.34766808,5.702999999999999,57.03,5.05
La3Mo4O16F,mp-1198818,4.665310473,15.94974236,2.46875,59.25,10.2
La4Cd4In2S13,mp-1196490,5.163367019,23.09573353,4.379565217391304,100.73,6.58
La4Fe(SbS5)2,mp-1203562,5.109673127,22.47399392,3.9141176470588235,66.54,5.790000000000001
La4InSbS9,mp-1196663,4.693793145,25.49019468,3.8153333333333332,57.230000000000004,5.24
La6Sb4(SO4)3,mp-1223262,5.790163945,18.45366611,2.7948000000000004,69.87,6.69
La8Sb2S15,mp-1195582,4.754928967,25.64341927,3.7451999999999996,93.63,4.620000000000001
LaCuSO,mp-6088,6.124617207,16.98030158,4.295,17.18,8.96
LaCuSeO,mp-552488,6.758638028,18.26782136,4.9750000000000005,19.900000000000002,8.96
LaCuTeO,mp-546790,6.999248088,20.52473999,5.3375,21.35,8.96
LaF3,mp-905,5.984096221,13.5902198,1.5375,6.15,6.15
LaGaO3,mp-5837,6.963712067,12.23883489,2.41,12.05,6.15
LaGaS3,mp-4816,4.340496067,23.32319959,3.652,18.259999999999998,4.08
LaMg2H7Pd,mp-1180682,4.399795488,10.32707912,1.9663636363636363,21.630000000000003,12
LaTaN2O,mp-550514,9.057113042,13.34230796,4.550000000000001,22.75,16.6
LaVI5O16,mp-1202389,4.866746769,16.02695051,1.604782608695652,36.91,6.15
LaZnAsO,mp-549589,6.329918697,19.36241424,4.7525,19.01,7.13
Li2B4O7,mp-4779,2.407235839,8.974013053,0.803076923,10.44,2.34
Li2CdGeS4,mp-1189383,3.09967132,21.91025687,2.91625,23.33,8.11
Li2CdSnS4,mp-1188784,3.313296097,23.38373086,3.165,25.32,8.11
Li2Ga2GeS6,mp-554782,2.839573931,22.24084636,2.7836363636363632,30.62,5.36
Li2In2GeS6,mp-1191476,3.259394411,23.55328279,3.04,33.44,6.77
Li2In2GeSe6,mp-1191200,4.375023989,27.25574039,4.5236363636363635,49.760000000000005,6.77
Li2In2SiS6,mp-1191903,3.071233568,22.8063331,2.768181818181818,30.45,6.77
Li2In2SiSe6,mp-1191817,4.234307584,26.57309449,4.251818181818182,46.77,6.77
Li2PtO3,mp-531826,7.6862653,9.252414885,3.7466666666666666,22.479999999999997,21.4
Li2TeMoO6,mp-1203622,4.31956953,12.81734846,1.7520000000000002,17.52,10.2
Li2TeWO6,mp-1196881,5.478207694,12.77088606,2.6620000000000004,26.62,19.3
Li2ZnSnS4,mp-555186,3.075305884,22.0209451,2.9749999999999996,23.799999999999997,6.77
Li3Bi,mp-23222,5.095583576,18.72197353,2.8425000000000002,11.370000000000001,9.21
Li3PS4,mp-985583,1.854266987,20.15562549,1.4649999999999999,11.719999999999999,1.5299999999999998
Li3ScN2,mp-542435,2.504720865,10.36348337,0.7683333333333333,4.61,2.99
LiAlB14,mp-8204,2.516777557,7.640199709,2.25,36,2.16
LiAsS2,mp-555874,3.05282249,19.85264592,2.6025,10.41,5.19
LiAsSe2,mp-1078724,4.421161474,22.51491928,3.9625000000000004,15.850000000000001,5.19
LiB3,mp-1222413,1.780348942,9.181074515,1.89,7.56,1.7999999999999998
LiB3O5,mp-3660,2.488007023,8.852253009,0.8399999999999999,7.56,2.34
LiBi3(ClO2)2,mp-754206,6.788270845,18.8059505,2.9789999999999996,29.79,9.75
LiBiS2,mp-1222404,5.445330662,21.35023193,3.6075,14.43,9.21
LiBr,mp-976280,2.903220848,24.8361256,1.83,3.66,2.58
LiCa3As2H,mp-1192528,3.161484026,20.86150786,2.3785714285714286,16.650000000000002,5.73
LiCdBO3,mp-6126,4.34497966,11.34810194,1.9216666666666666,11.530000000000001,8.65
LiCl,mp-22905,2.14256574,16.42817578,0.27,0.54,0.54
LiF,mp-1138,2.53043178,8.511075602,0.27,0.54,0.54
LiGa(GeSe3)2,mp-1222398,4.109947042,28.10848069,4.582000000000001,45.82000000000001,5.36
LiGaO2,mp-5854,4.203040444,10.7326367,1.61,6.44,5.9
LiGaS2,mp-3647,2.923762048,19.99084856,2.645,10.58,5.36
LiGaSe2,mp-11582,4.165028141,23.38134841,4.005,16.02,5.36
LiGaTe2,mp-5048,4.598910538,29.95672194,4.73,18.92,5.7
LiH3(SeO3)2,mp-696288,3.235539965,11.28572766,0.8433333333333334,10.120000000000001,4.79
LiI,mp-570935,3.409051004,32.59787424,2.735,5.47,4.39
LiIO3,mp-23384,4.259170276,14.17921794,1.094,5.47,4.93
LiIn(IO3)4,mp-973966,4.799462593,15.78783753,1.5316666666666665,27.57,7.31
LiInS2,mp-1188392,3.377928278,22.84506369,2.9974999999999996,11.989999999999998,6.77
LiInSe2,mp-20187,4.414420043,26.30118459,4.3575,17.43,6.77
LiInTe2,mp-20782,4.704605033,33.2628957,5.0825,20.33,6.77
LiMgAs,mp-12558,3.022463837,19.44279644,2.67,8.010000000000002,5.19
LiMgBi,mp-570213,5.117847218,25.98132281,4.01,12.030000000000001,9.21
LiMgN,mp-37906,2.467592898,10.15076626,0.76,2.2800000000000002,1.74
LiMoIO6,mp-558917,4.157636337,14.45729358,1.7411111111111108,15.669999999999998,10.2
LiNbO3,mp-3731,4.577485852,10.72655905,1.8220000000000003,9.11,8.57
LiSbS2,mp-1079885,3.782620385,21.16280357,2.8425000000000002,11.370000000000001,6.15
LiSbSe2,mp-37480,5.18998213,22.92615639,4.202500000000001,16.810000000000002,6.15
LiSbTe2,mp-1222285,5.56420159,28.642142,4.9275,19.71,6.15
LiSiB6,mp-973391,2.355539378,8.802410622,2.11375,16.91,1.7999999999999998
LiTaO3,mp-3666,7.452082825,10.51248948,3.4280000000000004,17.14,16.6
LiZnBO3,mp-1222376,3.720189116,9.757343367,1.6683333333333332,10.01,7.13
LiZnN,mp-7575,4.982091078,9.59427623,2.5566666666666666,7.67,7.13
Lu2O3,mp-1427,9.784622894,13.50653921,3.936,19.68,9.84
Mg2Ge,mp-408,3.117888556,21.52528955,2.9333333333333336,8.8,3.58
Mg2GeSe4,mp-1192564,4.320046405,24.00123096,3.994285714285714,27.96,3.58
Mg2Si,mp-1367,1.999337152,21.23301613,1.9366666666666665,5.8100000000000005,0.5900000000000001
Mg3As2,mp-1990,3.132694631,23.61536869,3.3360000000000003,16.68,3.99
Mg3AsN,mp-1206514,3.611166352,14.88422831,2.1900000000000004,10.95,5.73
Mg3N2,mp-1559,2.737220244,12.24567526,1.044,5.22,1.74
Mg3P2,mp-2514,2.068073439,21.65730535,1.7720000000000002,8.86,0.08
Mg3Sb2,mp-1196139,3.569834467,29.4384899,3.72,18.6,4.95
Mg5B3O9F,mp-560026,3.012214461,9.706950924,0.8733333333333333,15.719999999999999,2.34
MgCu2GeS4,mp-2222834,3.706108854,19.73103579,4.1575,33.26,7.220000000000001
MgCu2SiS4,mp-1205334,3.371334784,18.94718548,3.7837500000000004,30.270000000000003,7.220000000000001
MgF2,mp-1249,3.1872432,10.81965165,0.58,1.74,1.74
MgGeN2,mp-7798,4.412035345,11.75751601,1.7650000000000001,7.0600000000000005,5.32
MgO,mp-1265,3.628903382,9.221385046,0.87,1.74,1.74
MgSe,mp-1018040,3.260005132,26.29989214,3.265,6.53,3.05
MgSiN2,mp-3677,3.146968547,10.60654206,1.0175,4.07,2.33
MgTe,mp-13033,3.735748138,33.76086631,3.99,7.98,4.5
Mn(PbO2)2,mp-21823,7.888239878,16.03878844,4.3185714285714285,30.23,11.4
Mn(SbSe2)2,mp-1210700,5.339330465,27.29250442,5.71,39.97,2.6399999999999997
Mn11Si19,mp-567968,5.25311101,11.99034753,4.199999999999999,126,5.1
MnF2,mp-560902,3.92618297,13.10194936,2.4766666666666666,7.43,7.43
MnI2,mp-28013,4.767267673,35.84767806,5.763333333333333,17.29,2.5
MnO,mp-1232659,5.484829159,10.73820125,3.715,7.43,7.43
MnO2,mp-644514,5.00146168,9.621322504,2.4766666666666666,7.43,7.43
MnP4,mp-569522,4.114044247,14.43637061,2.942,14.71,5.609999999999999
MoO3,mp-715584,4.419817946,13.51950506,2.55,10.2,10.2
MoSe2,mp-1634,6.512714079,21.57546211,6.593333333333333,19.78,5.409999999999999
Na(GeP)3,mp-1104707,3.487265054,22.70872939,3.1985714285714284,22.39,4.3500000000000005
Na2Be4B4O11,mp-1020144,2.421470748,9.83785045,0.8904761904761904,18.7,2.34
Na2Cd(GeS3)2,mp-1190146,2.963058006,25.2726591,3.059090909090909,33.65,7.680000000000001
Na2CdSnS4,mp-2831941,3.030332516,27.76580651,3.2725,26.18,7.680000000000001
Na2EuGeSe4,mp-1221353,4.76136002,25.56462836,3.9575,31.66,4.3500000000000005
Na2Ga2GeS6,mp-1190388,2.789246223,24.37931449,2.8618181818181814,31.48,4.930000000000001
Na2Ge2Se5,mp-17964,3.978850703,27.17632222,4.058888888888889,36.53,4.3500000000000005
Na2In2GeS6,mp-1190145,3.085152907,26.45406049,3.118181818181818,34.3,6.34
Na2In2GeSe6,mp-1190429,4.094656628,30.30532537,4.601818181818182,50.620000000000005,6.34
Na2In2SiS6,mp-1190138,2.986415662,25.07653574,2.846363636363636,31.31,6.34
Na2Mo2Se2O11,mp-1195277,3.888547104,14.36271057,1.8776470588235292,31.92,10.2
Na2Nb4Se4O19,mp-1192640,3.907693467,15.20165755,1.9096551724137931,55.379999999999995,8.57
Na2S,mp-648,1.889080802,22.8675599,1.3366666666666664,4.01,1.0999999999999999
Na2Se,mp-1266,2.686924163,25.73785391,2.243333333333333,6.73,3.8200000000000003
Na2Te,mp-2784,3.005584104,31.96667658,2.7266666666666666,8.18,5.2700000000000005
Na2TeS3,mp-1190141,2.904618695,25.70453058,2.3983333333333334,14.389999999999999,5.2700000000000005
Na2TeSe3,mp-573581,4.059082856,27.98596478,3.7583333333333333,22.55,5.2700000000000005
Na2Ti3O7,mp-3488,3.456687956,12.07271474,1.2966666666666666,15.56,4.54
Na2Zn(GeS3)2,mp-1190399,2.801273488,24.19935886,2.920909090909091,32.129999999999995,6.16
Na2Zn(GeSe3)2,mp-1190476,4.031300661,27.35199168,4.404545454545454,48.45,6.16
Na2Zn(SnS3)2,mp-1190487,3.062263543,26.6790563,3.2827272727272727,36.11,6.34
Na3MoO4F,mp-1194849,2.927987401,15.62151735,1.4566666666666663,13.11,10.2
Na3Sb,mp-7956,2.728208035,29.02211477,2.4000000000000004,9.600000000000001,5.720000000000001
Na3Zn(BO2)5,mp-560158,2.737906447,11.12215844,1.1442105263157893,21.74,7.13
Na4Mg(GeSe3)2,mp-1103730,3.773932717,24.88734487,3.4615384615384617,45,4.3500000000000005
Na4Mg(SiSe3)2,mp-1103351,3.517376321,23.46662075,3.0015384615384617,39.02,3.8200000000000003
Na5Gd(MoO4)4,mp-556070,4.112311992,14.16316655,2.059615384615385,53.55,10.2
NaAsS2,mp-5942,2.853379325,23.57520623,2.71,10.84,4.760000000000001
NaAsSe2,mp-984519,4.025444215,26.38329837,4.07,16.28,4.760000000000001
NaBiS2,mp-1221125,5.162600272,23.80999268,3.715,14.86,8.78
NaBiSe2,mp-1221101,6.024334776,26.86719289,5.075,20.3,8.78
NaBr,mp-22916,3.288928095,25.97489496,2.045,4.09,2.1500000000000004
NaCdAsS3,mp-1192203,3.621194155,23.42616112,3.5933333333333337,21.560000000000002,7.680000000000001
NaCl,mp-22862,2.224545044,21.81266273,0.485,0.97,0.97
NaF,mp-682,2.918620457,11.94451313,0.485,0.97,0.97
NaH3(SeO3)2,mp-1220990,3.101025949,12.49142194,0.8791666666666667,10.55,4.79
NaI,mp-23268,3.732330356,33.34448139,2.9499999999999997,5.8999999999999995,3.96
NaIn(IO3)4,mp-1196607,4.812457525,16.05285222,1.5555555555555554,28,7.31
NaIn(TeO3)2,mp-1194878,5.135168231,15.81273466,2.076,20.759999999999998,7.31
NaIn3S5,mp-1195769,4.402145593,22.12003824,3.694444444444444,33.25,6.34
NaInS2,mp-20289,4.009346842,20.90898893,3.1049999999999995,12.419999999999998,6.34
NaInSe2,mp-22473,5.105290088,24.04699368,4.465,17.86,6.34
NaInTe2,mp-22483,5.132784596,31.78609691,5.1899999999999995,20.759999999999998,6.34
NaLa2TaO6,mp-13019,6.719340996,14.27771155,2.987,29.870000000000005,16.6
NaNb2PS10,mp-557436,2.645003871,25.13120142,2.9021428571428567,40.629999999999995,7.6000000000000005
NaNbSe2O7,mp-1190450,3.83197762,15.19879379,1.7381818181818183,19.12,8.57
NaSb,mp-7944,4.030017786,29.82153672,3.83,7.66,5.720000000000001
NaSb(PS3)2,mp-554384,2.773745454,23.89188382,2.372,23.72,5.720000000000001
NaSbF6,mp-5955,3.039349918,17.67023388,0.9575,7.66,6.69
NaSbS2,mp-5414,3.584911961,24.18839157,2.95,11.8,5.720000000000001
NaSbSe2,mp-1220879,4.884897315,25.72188031,4.3100000000000005,17.240000000000002,5.720000000000001
NaSbTe2,mp-1220883,5.235361867,31.71376848,5.035,20.14,5.720000000000001
NaSc(SeO3)2,mp-1194561,3.551370606,15.0495293,1.354,13.54,4.79
NaSm(PS3)2,mp-561232,3.133393907,22.66524669,2.455,24.549999999999997,6.55
NaY(Te2O5)2,mp-1195227,4.585829383,17.7043012,1.9,30.4,6.24
Nb2AgPS10,mp-554930,3.155752266,24.25397927,3.5828571428571427,50.16,8.68
Nb2O5,mp-581967,4.300420662,14.66260182,2.4485714285714284,17.14,8.57
Nb2Pb2Se4O15,mp-1199265,5.029642013,16.59428178,2.5695652173913044,59.099999999999994,11.4
Nb2Tl3CuSe12,mp-570757,5.840488901,28.58991347,6.626666666666667,119.28,7.11
Nb2Tl4S11,mp-17803,4.947358979,26.77355036,5.147647059,87.51,9.83
Nb3CuO8,mp-27383,5.374651883,12.10753867,2.8891666666666667,34.67,8.96
NbAg2(PS4)2,mp-554336,3.59740457,22.26693287,3.828461538461539,49.769999999999996,8.68
NbCu3Se4,mp-4043,5.473847418,22.72855596,6.82625,54.61,4.170000000000001
NbCuO3,mp-17272,4.863962376,13.9597369,3.5060000000000002,17.53,8.96
Nd10Se14O,mp-1202414,6.584323485,25.86378816,5.4824,137.06,7
Nd2HfS5,mp-1196123,6.111200882,21.30625625,4.70625,37.65,11.23
Nd2O3,mp-1045,6.487107728,17.22622351,2.8000000000000003,14,7
Nd2S3,mp-438,5.354881461,23.85765259,4.042,20.21,4.93
Nd2Se3,mp-32688,6.517396416,26.77104139,5.674,28.37,2.21
Nd2ZrS5,mp-1196300,5.19553065,21.57493513,3.8575,30.86,4.93
Nd4(GeS4)3,mp-560086,4.498184068,22.92018255,3.621052631578947,68.8,4.93
NdCuSO,mp-542314,6.463398254,16.43303139,4.5075,18.03,8.96
NdCuTeO,mp-974307,7.297521495,19.98940687,5.550000000000001,22.200000000000003,8.96
NdF3,mp-254,6.550113185,12.75406389,1.75,7,7
NdLuSe3,mp-13327,7.110119241,25.97445915,6.242000000000001,31.21,5.05
NdMoO4F,mp-1192562,5.066537891,15.13148514,2.457142857142857,17.2,10.2
Ni2Te3O8,mp-17360,5.745923734,13.96469246,2.809230769230769,36.519999999999996,8.9
NiO,mp-19009,6.762154478,9.170916814,4.45,8.9,8.9
NiS2,mp-1180046,3.940790604,17.25144981,4.346666666666667,13.04,6.83
P2Ir,mp-10155,9.202463696,15.28757716,8.68,26.04,20.58
P2Os,mp-2319,9.447313995,14.77494487,8.746666666666666,26.240000000000002,20.78
P2Pd,mp-28266,5.538126999,16.82764174,5.213333333333333,15.64,10.18
P2Pd3S8,mp-3006,3.355390565,24.27715703,4.323076923076924,56.2,10.18
P2Pt,mp-730,9.109869824,15.61716011,8.346666666666666,25.04,19.58
P2Rh,mp-15953,6.049286899,15.08414083,5.346666666666666,16.04,10.58
P2Ru,mp-1413,6.197070793,14.56047952,5.346666666666666,16.04,10.58
P2Se5,mp-28860,3.720943185,29.11885007,3.9414285714285717,27.59,2.9699999999999998
P4Os,mp-1103842,6.680598971,15.61587266,5.976000000000001,29.880000000000003,20.78
P4Ru,mp-27173,4.800200227,15.56448619,3.936000000000001,19.68,10.58
PH6NO4,mp-1220029,1.741317014,9.140814601,0.15166666666666667,1.82,1.82
POsS,mp-1102534,9.230866411,15.18682555,8.83,26.490000000000002,20.78
POsSe,mp-1101841,9.862299405,16.84643147,9.736666666666668,29.21,20.78
PPdS,mp-7280,5.015562777,18.70131741,5.296666666666667,15.89,10.18
PPdSe,mp-3123,5.894556122,20.31613953,6.203333333333333,18.61,10.18
PRuS,mp-1095584,6.044234835,15.02859159,5.43,16.29,10.58
PSe,mp-28885,3.169265901,28.79993542,3.305,6.61,2.9699999999999998
Pb2O3,mp-20078,9.837550822,15.61019179,4.5600000000000005,22.8,11.4
Pb2SeN2O9,mp-1192446,5.351782836,14.74634837,1.9707142857142856,27.59,11.4
Pb3O4,mp-22633,8.662164588,18.7756039,4.885714285714285,34.2,11.4
Pb3Se2(BrO3)2,mp-1194412,6.446903547,20.51308699,3.847692307692308,50.02,11.4
PbBr2,mp-2456335,4.794035014,42.3742644,5.88,17.64,8.280000000000001
PbCl2,mp-23291,5.772894416,26.66518413,3.8,11.4,11.4
PbI2,mp-567503,5.69744027,44.78756065,7.086666666666666,21.259999999999998,6.470000000000001
PbN6,mp-667338,4.529275318,15.25364579,1.6285714285714286,11.4,11.4
PbS,mp-21276,7.445972213,26.67944953,6.735,13.47,9.33
PbSe,mp-2201,8.046470007,29.52722491,8.095,16.19,6.61
PbSeO4,mp-22342,6.415916468,15.10437304,2.6983333333333333,16.19,11.4
Pd(IO3)2,mp-1198404,5.316897527,15.83170545,2.4288888888888884,21.86,12
PdS2,mp-13682,4.71100002,20.03855774,5.38,16.14,9.93
PdSe2,mp-2418,6.359482058,23.00747623,7.193333333333333,21.58,7.21
Pr10Se14O,mp-560835,6.35968924,26.42909332,5.3904000000000005,134.76,6.77
Pr2S3,mp-15179,5.1376542,24.43531021,3.95,19.75,4.699999999999999
Pr2Se3,mp-32689,6.297756108,27.35303796,5.582000000000001,27.91,1.9799999999999995
Pr2Te3,mp-32581,6.610114466,33.39184746,6.452,32.26,0.5299999999999994
Pr2Te4O11,mp-2980,6.071020016,15.57784908,2.264705882352941,38.5,6.77
PrBN2,mp-9028,5.921697976,12.5999372,2.2775,9.11,6.77
PrCuSO,mp-6166,6.267240647,16.72650336,4.45,17.8,8.96
PrF3,mp-2651,6.27813481,13.08610916,1.6925,6.77,6.77
PrLuSe3,mp-13326,6.987287394,26.27259017,6.196,30.98,5.05
PrMoO4F,mp-1192358,4.927751594,15.39713748,2.424285714285714,16.97,10.2
PrTl2InSe4,mp-1219751,6.796744443,29.93859805,7.130000000000001,57.040000000000006,7.11
PrTlSe2,mp-999289,6.624028139,31.53675617,7.0625,28.25,7.11
PtS,mp-288,10.10045644,18.67191799,11.735,23.47,19.33
PtS2,mp-762,7.05127354,20.34785968,8.513333333333332,25.54,19.33
PtSe2,mp-1115,8.416136651,23.21639001,10.326666666666666,30.979999999999997,16.61
Rb2AgPS4,mp-1105212,3.175546332,28.6320214,2.9575,23.66,8.97
Rb2BaNb2Se11,mp-571293,4.7125772,30.00891488,4.774375,76.39,7.04
Rb2Cd(IBr)2,mp-1103709,3.917752731,42.20113146,3.9728571428571424,27.810000000000002,7.12
Rb2Cd(PSe3)2,mp-541897,3.920422765,31.53814251,4.008181818181818,44.09,7.12
Rb2Cd3(B4O7)4,mp-1200744,3.27174916,11.69542796,1.3561224489795918,66.45,8.65
Rb2Cd3S4,mp-18556,4.181207478,28.08371503,4.143333333333333,37.29,7.12
Rb2Cd3Se4,mp-16818,4.858757936,31.29054081,5.352222222222222,48.17,7.12
Rb2Cd3Te4,mp-29901,5.045938983,37.24387645,5.996666666666666,53.97,7.12
Rb2Cu2Sb2S5,mp-1195291,4.035023707,26.25842119,4.0645454545454545,44.71,7.430000000000001
Rb2Cu2SnS4,mp-18006,4.054521496,24.80056475,4.0633333333333335,36.57,7.430000000000001
Rb2GeB4O9,mp-1020707,3.136360481,14.25585113,1.1087500000000001,17.740000000000002,5.32
Rb2Hg3(GeS4)2,mp-1209424,4.406477534,29.50674952,4.717333333333333,70.76,11.97
Rb2Mo3Se3O16,mp-1194625,3.887580033,16.93654467,2.0012499999999998,48.03,10.2
Rb2NbCuS4,mp-15221,3.207492581,29.48647784,3.6087500000000006,28.870000000000005,7.430000000000001
Rb2NbCuSe4,mp-15222,4.098099135,32.5792872,4.96875,39.75,7.430000000000001
Rb2Sn2Hg3S8,mp-561434,4.40852777,31.80675594,4.982666666666667,74.74,11.97
Rb2Sn3(SbS5)2,mp-1194540,3.565499559,29.89498328,3.474705882352941,59.06999999999999,5.779999999999999
Rb2Te,mp-441,3.158986459,52.30897452,3.1,9.3,4.71
Rb2TeBr6,mp-570324,4.027617411,35.63817227,3.1133333333333333,28.02,4.71
Rb2TeI6,mp-28070,4.362730964,44.82689148,4.319999999999999,38.879999999999995,4.71
Rb2Ti(AgS2)2,mp-1209316,3.793190575,27.37507025,4.097777777777777,36.88,8.97
Rb2Ti(CuS2)2,mp-7129,3.800179492,23.02090784,3.7555555555555555,33.800000000000004,7.430000000000001
Rb2VAgS4,mp-8901,3.189092122,29.81003936,3.4937500000000004,27.950000000000003,8.97
Rb2VCuS4,mp-15219,3.200712305,26.82750288,3.3012500000000005,26.410000000000004,7.430000000000001
Rb3Bi2Br9,mp-1195363,4.309888095,38.34971168,3.7264285714285714,52.17,8.22
Rb3Bi2I9,mp-29895,4.393114723,49.04389777,4.890000000000001,68.46,8.22
