,range_Atomic_Radus,range_metallic_valence,range_l_quantum_number,range_number_of_valence_electrons,range_Molar_Denstiy_(mol/ml),avg_1st_ionization_potential_(kJ/mol),range_Melting_point_(K),range_gilmor_number_of_valence_electron,avg_Cohesive_energy,avg_metallic_valence,range_Boiling_Point_(K),range_Number_of_unfilled_p_valence_electrons,range_valence_p,avg_heat_atomization(kJ/mol),avg_Density_(g/mL),range_Mendele_Number,range_Density_(g/mL),avg_number_of_valence_electrons,range_abs_valence,avg_thermal_conductivity_(W/(m_K))_,range_1st_ionization_potential_(kJ/mol),range_Allred-Rockow_electronegativity,avg_Molar_Heat_Capacity(J/mol_K),sum_Molar_Denstiy_(mol/ml),avg_l_quantum_number,avg_polarizability(A^3),sum_Density_(g/mL),range_thermal_conductivity_(W/(m_K))_,range_Molar_Heat_Capacity(J/mol_K),range_heat_of_fusion_(kJ/mol)_,range_Covalent_Radius,range_Zunger_radii_sum,range_Critical_Temperature,range_Number_of_unfilled_d_valence_electrons,range_valence_d,avg_abs_valence,avg_Number_of_unfilled_p_valence_electrons,avg_valence_p,range_heat_of_vaporization_(kJ/mol)_,avg_gilmor_number_of_valence_electron,range_group,sum_valence_f,sum_specific_heat_(J/g_K)_,range_Cohesive_energy,avg_Period,range_Period,range_Pauling_Electronegativity,range_valence_f,range_Number_of_unfilled_f_valence_electrons,avg_Molar_Denstiy_(mol/ml),range_Atomic_Weight,range_polarizability(A^3),range_Gordy_electonegativity,avg_Atomic_Radus,range_valence_s,range_Number_of_unfilled_s_valence_electrons,avg_Number_of_unfilled_d_valence_electrons,avg_valence_d,sum_metallic_valence,avg_Critical_Temperature,sum_valence_d,avg_heat_of_vaporization_(kJ/mol)_,range_outer_shell_electrons,avg_Atomic_Number,range_heat_atomization(kJ/mol),avg_Melting_point_(K),range_families,avg_Gordy_electonegativity,avg_Atomic_Weight,avg_Zunger_radii_sum,avg_Boiling_Point_(K),range_Nagle_electonegativity,avg_families,avg_outer_shell_electrons,avg_Allred-Rockow_electronegativity,range_Atomic_Number,avg_valence_f,avg_Number_of_unfilled_f_valence_electrons,avg_Nagle_electonegativity,avg_valence_s,avg_Number_of_unfilled_s_valence_electrons,avg_Mendele_Number,avg_specific_heat_(J/g_K)_,avg_heat_of_fusion_(kJ/mol)_,avg_group,avg_Covalent_Radius,sum_thermal_conductivity_(W/(m_K))_,sum_Number_of_unfilled_s_valence_electrons,avg_Pauling_Electronegativity,sum_Zunger_radii_sum,sum_l_quantum_number,avg_Orbital_Radius(pm),avg_ionic_radius,range_ionic_radius,sum_Boiling_Point_(K),range_specific_heat_(J/g_K)_,sum_Nagle_electonegativity,sum_Number_of_unfilled_d_valence_electrons,sum_heat_of_vaporization_(kJ/mol)_,sum_polarizability(A^3),range_Orbital_Radius(pm),sum_abs_valence,sum_number_of_valence_electrons,sum_Mendele_Number,sum_Pauling_Electronegativity,sum_Allred-Rockow_electronegativity,sum_heat_of_fusion_(kJ/mol)_,sum_Atomic_Number,sum_Number_of_unfilled_p_valence_electrons,sum_Atomic_Weight,sum_Melting_point_(K),sum_Critical_Temperature,sum_Gordy_electonegativity,sum_Molar_Heat_Capacity(J/mol_K),sum_group,sum_1st_ionization_potential_(kJ/mol),sum_Cohesive_energy,sum_Period,sum_families,sum_valence_s,sum_outer_shell_electrons,sum_valence_p,sum_Orbital_Radius(pm),sum_Atomic_Radus,sum_ionic_radius,sum_heat_atomization(kJ/mol),sum_gilmor_number_of_valence_electron,sum_Covalent_Radius,sum_Number_of_unfilled_f_valence_electrons
16,0.7699999999999999,3.4400000000000004,1.0,6.0,0.04,919.5,849.2,4.0,2.9025,3.1100000000000003,1767.3000000000002,4.0,4.0,286.0,5.0925,23.0,8.43,7.0,4.0,119.885,269.0,0.7199999999999998,23.9025,0.3,0.75,4.5,20.37,428.73,2.580000000000002,25.98,0.51,1.2799999999999998,6166.0,10.0,10.0,2.75,3.25,2.75,240.78,4.75,5.0,0.0,1.99,0.1099999999999998,3.75,2.0,0.6500000000000001,0.0,0.0,0.075,75.80000000000001,5.0,1.9999999999999996,1.1375,1.0,1.0,7.5,2.5,12.44,3052.0,10.0,76.23500000000001,5.0,28.0,23.0,774.3000000000001,3.0,5.18,61.7325,1.5,1202.75,1.0400000000000005,6.0,4.5,2.315,31.0,0.0,14.0,2.135,1.75,0.25,81.25,0.4975,10.61,14.5,1.19,479.54,1.0,2.3175,6.0,3.0,97.675,1.1875,0.6000000000000001,4811.0,0.47,8.54,30.0,304.94000000000005,18.0,47.599999999999994,11.0,28.0,325.0,9.27,9.26,42.44,112.0,13.0,246.93,3097.2000000000003,12208.0,20.72,95.61,58.0,3678.0,11.61,15.0,24.0,7.0,18.0,11.0,390.7,4.55,4.75,1144.0,19.0,4.76,56.0
17,0.6199999999999999,3.4400000000000004,1.0,6.0,0.04,890.0,745.0000000000001,4.0,2.7075,3.1100000000000003,1595.0,4.0,4.0,260.0,6.452500000000001,24.0,5.71,7.0,4.0,120.01,216.0,0.56,25.1525,0.3,0.75,4.949999999999999,25.81,428.48,0.6300000000000026,21.01,0.3700000000000001,1.09,5723.0,10.0,10.0,2.75,3.25,2.75,215.82,4.75,5.0,0.0,1.21,0.5,4.25,1.0,0.6199999999999999,0.0,0.0,0.075,32.95,4.1000000000000005,1.9099999999999997,1.2125,1.0,1.0,7.5,2.5,12.44,3273.5,10.0,90.185,5.0,37.0,75.0,826.4000000000001,3.0,5.135,85.17750000000001,1.595,1322.9,0.8600000000000001,6.0,4.5,2.2350000000000003,14.0,0.0,14.0,2.045,1.75,0.25,81.75,0.3025,13.095,14.5,1.2599999999999998,480.04,1.0,2.3025,6.38,3.0,103.075,1.2625,0.4500000000000002,5291.6,0.09,8.18,30.0,360.74,19.799999999999997,36.8,11.0,28.0,327.0,9.21,8.940000000000001,52.38,148.0,13.0,340.71000000000004,3305.6000000000004,13094.0,20.54,100.61,58.0,3560.0,10.83,17.0,24.0,7.0,18.0,11.0,412.2999999999999,4.85,5.05,1040.0,19.0,5.039999999999999,56.0
18,0.7699999999999999,3.4400000000000004,1.0,6.0,0.0533,945.8,917.9,4.0,2.9090000000000003,2.644,1932.0,4.0,4.0,279.5,3.631,23.0,8.68,6.199999999999999,4.0,43.897000000000006,309.0,0.7199999999999998,23.47476444,0.6267,0.9,3.99,36.31,428.76,2.580000000000002,10.64,0.51,1.2799999999999998,6486.0,10.0,10.0,3.3,2.7,3.3,240.78,5.3,5.0,14.0,6.16,1.25,3.5,3.0,0.6500000000000001,14.0,14.0,0.06267,178.01037,5.0,1.9999999999999996,1.032,1.0,1.0,8.0,2.0,26.44,2197.2,20.0,43.84400000000001,5.0,25.6,108.0,472.95,3.0,5.36988,57.121037,1.3457,973.17,1.0400000000000005,6.5,5.199999999999999,2.392,68.0,1.4,12.6,2.266,1.9,0.1,84.5,0.616,3.4240000000000004,15.2,1.1230000000000002,438.97,1.0,2.381,13.457,9.0,92.79,1.12,0.6000000000000001,9731.7,0.65,22.660000000000004,80.0,438.44,39.9,48.5,33.0,62.0,845.0,23.81,23.92,34.24,256.0,27.0,571.21037,4729.5,21972.0,53.69879999999999,234.7476444,152.0,9458.0,29.090000000000003,35.0,65.0,19.0,52.0,33.0,927.9,10.32,11.2,2795.0,53.0,11.23,126.0
19,0.6699999999999999,3.4400000000000004,1.0,6.0,0.0533,910.4,917.9,4.0,2.6750000000000003,2.644,1932.0,4.0,4.0,248.3,5.263,24.0,8.68,6.199999999999999,4.0,44.047,309.0,0.56,24.97476444,0.6267,0.9,4.53,52.63,428.76,1.5,10.64,0.47,1.14,6486.0,10.0,10.0,3.3,2.7,3.3,238.45,5.3,5.0,14.0,3.82,1.25,4.1,3.0,0.6199999999999999,14.0,14.0,0.06267,178.01037,4.300000000000001,1.9099999999999997,1.122,1.0,1.0,8.0,2.0,26.44,2463.0,20.0,60.584,5.0,36.4,108.0,535.47,3.0,5.31588,85.255037,1.4597,1117.35,0.8600000000000001,6.5,5.199999999999999,2.2960000000000003,68.0,1.4,12.6,2.158,1.9,0.1,85.1,0.382,6.406000000000001,15.2,1.207,440.47,1.0,2.3629999999999995,14.597,9.0,99.27,1.21,0.6000000000000001,11173.5,0.65,21.58,80.0,605.84,45.3,37.7,33.0,62.0,851.0,23.63,22.96,64.06,364.0,27.0,852.5503699999999,5354.7,24630.0,53.1588,249.7476444,152.0,9104.0,26.75,41.0,65.0,19.0,52.0,33.0,992.7,11.22,12.1,2483.0,53.0,12.07,126.0
20,0.7699999999999999,3.4400000000000004,1.0,7.0,0.0533,858.3333333333333,849.2,4.0,2.618333333333333,2.8133333333333335,1767.3000000000002,4.0,4.0,254.0,6.3100000000000005,23.0,9.33,6.333333333333333,4.0,78.83,297.0,0.7359999999999998,24.278940733333332,0.3817,0.8333333333333333,5.133333333333333,37.86,428.73,4.166,9.58,0.51,1.2799999999999998,6166.0,10.0,10.0,2.833333333333333,3.1666666666666665,2.833333333333333,240.78,4.833333333333333,5.0,28.0,2.62,0.9200000000000004,4.333333333333333,3.0,0.71,14.0,14.0,0.0636166666666666,176.91037,5.0,1.9999999999999996,1.21,1.0,1.0,5.0,5.0,16.880000000000003,3573.6666666666665,30.0,93.74666666666668,5.0,43.33333333333333,88.0,589.6333333333333,3.0,5.161533333333333,103.37672833333332,1.6278333333333332,1414.1666666666667,1.0400000000000005,5.833333333333333,4.666666666666666,2.2506666666666666,67.0,4.666666666666666,9.333333333333332,2.085,1.8333333333333333,0.1666666666666666,82.66666666666666,0.4366666666666666,5.4265,14.666666666666666,1.2533333333333334,472.98,1.0,2.26,9.767,5.0,103.76666666666668,1.3333333333333333,0.8,8485.0,0.59,12.510000000000002,30.0,562.4799999999999,30.8,48.5,17.0,38.0,496.0,13.56,13.504,32.559,260.0,19.0,620.26037,3537.8,21442.0,30.969199999999997,145.6736444,88.0,5150.0,15.71,26.0,35.0,11.0,28.0,17.0,622.6,7.26,8.0,1524.0,29.0,7.52,56.0
21,0.7699999999999999,3.4400000000000004,1.0,6.0,0.0533,858.5,849.2,4.0,2.7075000000000005,3.1100000000000003,1767.3000000000002,4.0,4.0,262.25,6.0975,23.0,8.43,7.0,4.0,109.3525,297.0,0.7199999999999998,23.991911100000003,0.2667,0.75,5.275,24.39,428.73,2.580000000000002,9.58,0.51,1.2799999999999998,6166.0,10.0,10.0,2.75,3.25,2.75,240.78,4.75,5.0,14.0,1.7799999999999998,0.77,4.25,3.0,0.6500000000000001,14.0,14.0,0.066675,176.91037,5.0,1.9999999999999996,1.21,1.0,1.0,5.0,5.0,12.44,3682.0,20.0,93.745,5.0,40.5,77.0,637.8000000000001,3.0,5.0947,95.2475925,1.64425,1438.5,1.0400000000000005,5.75,4.5,2.2649999999999997,67.0,3.5,10.5,2.0650000000000004,1.75,0.25,81.75,0.4449999999999999,6.510000000000001,14.5,1.2575,437.41,1.0,2.2775,6.577,3.0,105.025,1.3,0.6000000000000001,5754.0,0.59,8.260000000000002,20.0,374.98,21.1,48.5,11.0,28.0,327.0,9.11,9.06,26.040000000000003,162.0,13.0,380.99037,2551.2000000000003,14728.0,20.3788,95.9676444,58.0,3434.0,10.830000000000002,17.0,23.0,7.0,18.0,11.0,420.1,4.84,5.2,1049.0,19.0,5.03,42.0
22,0.6199999999999999,3.4400000000000004,1.0,6.0,0.0533,829.0,745.0000000000001,4.0,2.5125,3.1100000000000003,1527.0,4.0,4.0,236.25,7.4575,24.0,5.71,7.0,4.0,109.4775,238.0,0.56,25.241911100000003,0.2667,0.75,5.725,29.83,428.48,0.2723556000000009,4.61,0.3700000000000001,1.09,5723.0,10.0,10.0,2.75,3.25,2.75,212.88,4.75,5.0,14.0,1.0,0.77,4.75,2.0,0.6199999999999999,14.0,14.0,0.066675,130.02037,4.1000000000000005,1.9099999999999997,1.285,1.0,1.0,5.0,5.0,12.44,3903.5,20.0,107.695,5.0,49.5,77.0,689.9000000000001,3.0,5.0497,118.6925925,1.73925,1558.65,0.8600000000000001,5.75,4.5,2.185,49.0,3.5,10.5,1.975,1.75,0.25,82.25,0.25,8.995000000000001,14.5,1.3275,437.91,1.0,2.2625,6.957,3.0,110.425,1.375,0.4500000000000002,6234.6,0.2,7.9,20.0,430.78,22.9,37.7,11.0,28.0,329.0,9.05,8.74,35.980000000000004,198.0,13.0,474.77037,2759.6000000000004,15614.0,20.1988,100.9676444,58.0,3316.0,10.05,19.0,23.0,7.0,18.0,11.0,441.7000000000001,5.140000000000001,5.5,945.0,19.0,5.3100000000000005,42.0
23,0.71,5.44,1.0,4.0,0.06,935.5,969.2,5.0,2.085,2.72,2153.2000000000003,5.0,5.0,198.0,6.8100000000000005,30.0,7.38,9.0,5.0,214.56,409.0,0.8199999999999998,31.57,0.14,0.5,5.5,13.62,428.88,12.439999999999998,6.010000000000001,0.3900000000000001,1.18,6896.0,10.0,10.0,2.5,3.5,2.5,235.14,4.5,6.0,0.0,0.71,1.7300000000000002,4.5,1.0,1.03,0.0,0.0,0.07,27.97,4.800000000000001,2.56,1.295,1.0,1.0,5.0,5.0,5.44,4032.0,10.0,133.01000000000002,6.0,41.0,172.0,750.5500000000001,4.0,5.13,93.885,1.79,1408.55,1.11,6.0,4.0,2.28,12.0,0.0,14.0,2.005,1.5,0.5,80.0,0.355,8.295,14.0,1.335,429.12,1.0,2.445,3.58,1.0,106.85,1.375,0.4500000000000002,2817.1,0.2299999999999999,4.01,10.0,266.02000000000004,11.0,43.5,5.0,18.0,160.0,4.89,4.5600000000000005,16.59,82.0,7.0,187.77,1501.1,8064.0,10.26,63.14,28.0,1871.0,4.17,9.0,12.0,3.0,8.0,5.0,213.7,2.59,2.75,396.0,9.0,2.67,28.0
24,0.8599999999999999,5.44,1.0,4.0,0.1,991.0,1063.0,5.0,2.175,2.72,2246.6,5.0,5.0,202.5,5.25,29.0,10.5,9.0,5.0,214.505,520.0,1.0,21.185,0.1,0.5,5.050000000000001,10.5,428.99,8.330000000000002,8.07,0.54,1.37,7063.04,10.0,10.0,2.5,3.5,2.5,240.38,4.5,6.0,0.0,0.72,1.5500000000000005,4.0,2.0,1.2300000000000002,0.0,0.0,0.05,72.42,5.7,2.99,1.22,1.0,1.0,5.0,5.0,5.44,3948.48,10.0,130.39,6.0,32.0,163.0,703.6500000000001,4.0,5.345,71.66,1.6949999999999998,1361.85,1.37,6.0,4.0,2.37,30.0,0.0,14.0,2.135,1.5,0.5,79.5,0.36,7.265000000000001,14.0,1.26,429.01,1.0,2.545,3.3899999999999997,1.0,100.55,1.3,0.6000000000000001,2723.7000000000003,0.24,4.27,10.0,260.78000000000003,10.1,56.099999999999994,5.0,18.0,159.0,5.09,4.74,14.53,64.0,7.0,143.32,1407.3000000000002,7896.96,10.69,42.370000000000005,28.0,1982.0,4.35,8.0,12.0,3.0,8.0,5.0,201.1,2.44,2.6,405.0,9.0,2.52,28.0
25,1.23,5.44,1.0,4.0,0.1,1206.0,1181.8000000000002,5.0,1.895,2.72,2400.1,5.0,5.0,181.5,5.25,28.0,10.5,9.0,5.0,214.515,950.0,2.3200000000000003,20.465,0.1,0.5,4.265000000000001,10.5,428.97,9.77,11.04,0.8200000000000001,1.97,7335.68,10.0,10.0,2.5,3.5,2.5,247.31,4.5,6.0,0.0,1.06,2.1100000000000003,3.5,3.0,2.05,0.0,0.0,0.05,88.87,7.27,6.24,1.035,1.0,1.0,5.0,5.0,5.44,3812.16,10.0,126.925,6.0,28.0,205.0,644.25,4.0,6.97,63.435,1.395,1285.1,2.78,6.0,4.0,3.03,38.0,0.0,14.0,2.8400000000000003,1.5,0.5,79.0,0.53,5.78,14.0,1.12,429.03,1.0,2.955,2.79,1.0,84.1,1.05,1.1,2570.2000000000003,0.58,5.680000000000001,10.0,253.85,8.530000000000001,89.0,5.0,18.0,158.0,5.91,6.0600000000000005,11.56,56.0,7.0,126.87,1288.5,7624.32,13.94,40.93,28.0,2412.0,3.79,7.0,12.0,3.0,8.0,5.0,168.2,2.07,2.1,363.0,9.0,2.24,28.0
26,0.5,5.44,1.0,4.0,0.06,869.5,848.5000000000001,5.0,2.03,2.72,2028.0,5.0,5.0,195.5,7.715,31.0,5.57,9.0,5.0,214.725,277.0,0.4899999999999997,26.255000000000003,0.14,0.5,6.45,15.43,428.55,1.8099999999999987,3.4800000000000004,0.1999999999999999,0.7899999999999998,6661.0,0.0,0.0,2.5,3.5,2.5,229.83,4.5,6.0,0.0,0.4499999999999999,1.84,5.0,0.0,0.7300000000000002,0.0,0.0,0.07,19.03,2.9000000000000004,2.0799999999999996,1.4,1.0,1.0,0.0,10.0,5.44,4149.5,20.0,135.66500000000002,6.0,50.0,177.0,810.9000000000001,4.0,4.89,117.385,1.985,1471.15,0.8200000000000001,6.0,4.0,2.115,6.0,0.0,14.0,1.86,1.5,0.5,80.5,0.2249999999999999,9.56,14.0,1.4300000000000002,429.45,1.0,2.295,3.97,1.0,116.5,1.5,0.2000000000000001,2942.3,0.03,3.72,0.0,271.33000000000004,12.9,24.19999999999999,5.0,18.0,161.0,4.59,4.23,19.12,100.0,7.0,234.77,1621.8000000000002,8299.0,9.78,52.510000000000005,28.0,1739.0,4.0600000000000005,10.0,12.0,3.0,8.0,5.0,233.0,2.8,3.0,391.0,9.0,2.8600000000000003,28.0
27,1.09,2.4400000000000004,1.0,6.0,0.1,1234.25,1171.9,3.0,4.4275,3.61,2407.8,3.0,3.0,425.75,2.625,17.0,10.5,6.5,3.0,107.2725,671.0,1.1999999999999995,17.265,0.1,0.75,2.8000000000000003,10.5,428.97,10.78,10.94,0.78,1.84,7353.81,10.0,10.0,2.25,3.75,2.25,247.79,4.25,4.0,0.0,3.3600000000000003,1.97,2.75,3.0,1.11,0.0,0.0,0.025,93.86,6.800000000000001,3.03,0.8325,1.0,1.0,7.5,2.5,14.44,1964.6425,10.0,64.7375,4.0,17.0,189.0,356.225,3.0,6.1225000000000005,37.475,1.0,679.3000000000001,1.6700000000000002,6.25,4.0,2.7699999999999996,40.0,0.0,14.0,2.7024999999999997,1.75,0.25,77.75,0.8400000000000001,3.095,14.0,0.945,429.09,1.0,2.7625,4.0,3.0,71.225,0.8875000000000001,0.95,2717.2000000000003,0.8,10.81,30.0,258.95,11.2,76.5,9.0,26.0,311.0,11.05,11.079999999999998,12.38,68.0,15.0,149.9,1424.9,7858.57,24.49,69.06,56.0,4937.0,17.71,11.0,25.0,7.0,16.0,9.0,284.9,3.33,3.5500000000000003,1703.0,17.0,3.78,56.0
28,1.17,5.44,1.0,5.0,0.1,1022.5,1180.4,4.0,2.785,2.72,2395.0,4.0,4.0,266.5,5.25,22.0,10.5,8.5,4.0,214.515,583.0,1.7399999999999998,20.035,0.1,0.5,4.345000000000001,10.5,428.97,10.63,11.08,0.8,1.91,7325.42,10.0,10.0,2.0,4.0,2.0,247.17,4.0,5.0,0.0,1.16,0.33,3.5,3.0,1.51,0.0,0.0,0.05,91.87,7.11,4.52,1.065,1.0,1.0,5.0,5.0,5.44,3817.29,10.0,126.995,5.0,27.5,35.0,644.95,3.0,6.109999999999999,61.935,1.4249999999999998,1287.65,2.17,5.5,3.5,2.74,39.0,0.0,14.0,2.535,1.5,0.5,76.0,0.5800000000000001,5.760000000000001,13.5,1.13,429.03,1.0,2.685,2.8499999999999996,1.0,86.8,1.1,1.0,2575.3,0.68,5.07,10.0,253.99,8.690000000000001,83.6,4.0,17.0,152.0,5.37,5.48,11.52,55.0,8.0,123.87,1289.9,7634.58,12.22,40.07,27.0,2045.0,5.57,7.0,11.0,3.0,7.0,4.0,173.6,2.13,2.2,533.0,8.0,2.26,28.0
29,0.6699999999999999,2.4400000000000004,1.0,6.0,0.04,994.4375,917.9,3.0,3.4000000000000004,3.1525,1932.0,3.0,3.0,313.0625,2.3625,18.0,8.68,5.375,3.0,27.0375,281.0,0.3799999999999999,23.94375,1.0,0.9375,3.86875,37.8,428.76,1.5,10.64,0.47,1.14,6486.0,10.0,10.0,2.8125,3.1875,2.8125,238.45,4.8125,4.0,0.0,11.79,0.48,3.125,2.0,0.26,0.0,0.0,0.0624999999999999,76.9,4.300000000000001,1.11,1.021875,1.0,1.0,9.375,0.625,50.44,1399.375,10.0,27.033125,4.0,17.0,31.0,374.61875,3.0,4.890625,35.77625,1.31125,673.9,0.7700000000000002,6.8125,4.75,2.22625,32.0,0.0,14.0,2.1718750000000004,1.9375,0.0625,81.875,0.7368750000000001,1.3250000000000002,14.75,1.089375,432.6,1.0,2.17375,20.98,15.0,94.19375,1.0375,0.6000000000000001,10782.4,0.53,34.75000000000001,150.0,432.53,61.9,36.69999999999999,45.0,86.0,1310.0,34.78,35.62,21.200000000000003,272.0,51.0,572.42,5993.9,22390.0,78.25,383.1,236.0,15911.0,54.400000000000006,50.0,109.0,31.0,76.0,45.0,1507.1,16.349999999999998,16.6,5009.0,77.0,17.43,224.0
30,1.21,5.78,2.0,5.0,0.11,1170.357142857143,1772.4,5.0,2.4107142857142856,0.8014285714285714,3323.0,5.0,5.0,230.28571428571428,2.6635714285714283,34.0,12.0,6.857142857142858,5.0,35.887142857142855,583.0,2.0199999999999996,18.917857142857144,0.33,1.0,2.486428571428571,37.29,428.97,12.44,17.380000000000003,0.8,1.98,7325.42,10.0,10.0,3.6428571428571432,2.357142857142857,3.6428571428571432,353.59,5.714285714285715,7.0,0.0,9.39,2.78,3.071428571428571,3.0,1.51,0.0,0.0,0.0235714285714285,110.9,7.11,4.579999999999999,0.7935714285714286,2.0,2.0,6.428571428571429,3.571428571428571,11.22,1316.3014285714285,50.0,50.037142857142854,7.0,23.142857142857142,271.0,336.7857142857142,4.0,7.197142857142857,52.785,0.9878571428571428,577.2214285714285,2.17,6.785714285714286,5.428571428571429,3.0735714285714284,45.0,0.0,14.0,3.0321428571428575,1.7857142857142858,0.2142857142857142,85.57142857142857,0.6707142857142858,3.8814285714285712,15.428571428571429,0.9571428571428572,502.42,3.0,3.076428571428572,13.830000000000002,14.0,64.53571428571428,0.8999999999999999,1.0,8081.1,0.7100000000000001,42.45,90.0,700.5200000000001,34.81,83.6,51.0,96.0,1198.0,43.07,43.03,54.34,324.0,33.0,738.99,4715.0,18428.22,100.76,264.85,216.0,16385.0,33.75,43.0,95.0,25.0,76.0,51.0,903.5,11.11,12.599999999999998,3224.0,80.0,13.4,196.0
31,1.17,5.44,1.0,5.0,0.1,1164.5,1180.4,4.0,2.713333333333334,1.24,2395.0,4.0,4.0,259.8333333333333,2.095,23.0,10.5,6.833333333333333,4.0,71.565,583.0,1.7399999999999998,17.833333333333332,0.16,0.8333333333333333,2.326666666666666,12.57,428.97,10.63,11.08,0.8,1.91,7325.42,10.0,10.0,3.333333333333333,2.6666666666666665,3.333333333333333,247.17,5.333333333333333,5.0,0.0,4.63,0.33,2.6666666666666665,3.0,1.51,0.0,0.0,0.0266666666666666,91.87,7.11,4.52,0.7416666666666666,1.0,1.0,8.333333333333332,1.6666666666666663,7.44,1568.7199999999998,10.0,45.67,5.0,15.833333333333332,35.0,306.68333333333334,3.0,7.196666666666665,33.989999999999995,0.8933333333333333,593.9333333333334,2.17,6.499999999999999,5.166666666666667,3.1499999999999995,39.0,0.0,13.999999999999998,3.07,1.8333333333333333,0.1666666666666666,83.5,0.7716666666666666,2.3166666666666664,15.166666666666666,0.9116666666666666,429.39,1.0,3.045,5.359999999999999,5.0,64.93333333333334,0.8333333333333333,1.0,3563.6,0.68,18.42,50.0,274.02,13.96,83.6,20.0,41.0,501.0,18.27,18.9,13.900000000000002,95.0,16.0,203.94,1840.1,9412.32,43.17999999999999,107.0,91.0,6987.0,16.28,16.0,39.0,11.0,31.0,20.0,389.6,4.449999999999999,5.0,1559.0,32.0,5.47,84.0
32,0.7699999999999999,3.4400000000000004,1.0,6.0,0.05,891.25,849.2,4.0,2.85,3.1100000000000003,1767.3000000000002,4.0,4.0,276.0,5.3325000000000005,23.0,8.43,7.0,4.0,113.46,269.0,0.7199999999999998,24.115,0.27,0.75,5.075,21.33,428.73,2.8000000000000007,18.15,0.51,1.2799999999999998,6166.0,10.0,10.0,2.75,3.25,2.75,240.78,4.75,5.0,0.0,1.87,0.2000000000000001,4.0,2.0,0.6500000000000001,0.0,0.0,0.0675,89.69,5.0,1.9999999999999996,1.185,1.0,1.0,5.0,5.0,12.44,3794.5,20.0,86.83000000000001,5.0,32.5,22.0,727.8000000000001,3.0,5.137499999999999,73.4425,1.5875,1536.0,1.0400000000000005,6.0,3.75,2.2575,35.0,0.0,14.0,2.0775,1.75,0.25,81.5,0.4674999999999999,8.6525,14.5,1.2375,453.84,1.0,2.285,6.3500000000000005,3.0,102.475,1.2625,0.6000000000000001,6144.0,0.5,8.31,20.0,347.32000000000005,20.3,47.599999999999994,11.0,28.0,326.0,9.14,9.03,34.61,130.0,13.0,293.77,2911.2000000000003,15178.0,20.549999999999997,96.46,58.0,3565.0,11.4,16.0,24.0,7.0,15.0,11.0,409.9,4.74,5.05,1104.0,19.0,4.95,56.0
33,0.6199999999999999,3.4400000000000004,1.0,6.0,0.05,861.75,745.0000000000001,4.0,2.655,3.1100000000000003,1527.0,4.0,4.0,250.0,6.692500000000001,24.0,5.71,7.0,4.0,113.585,210.0,0.56,25.365,0.27,0.75,5.525,26.770000000000003,428.48,0.3000000000000007,13.18,0.3700000000000001,1.09,5723.0,10.0,10.0,2.75,3.25,2.75,212.88,4.75,5.0,0.0,1.09,0.4900000000000002,4.5,1.0,0.6199999999999999,0.0,0.0,0.0675,42.80000000000001,4.1000000000000005,1.9099999999999997,1.26,1.0,1.0,5.0,5.0,12.44,4016.0,20.0,100.78,5.0,41.5,57.0,779.9000000000001,3.0,5.092499999999999,96.8875,1.6825,1656.15,0.8600000000000001,6.0,3.75,2.1775,17.0,0.0,14.0,1.9875,1.75,0.25,82.0,0.2724999999999999,11.1375,14.5,1.3075,454.34,1.0,2.2699999999999996,6.73,3.0,107.875,1.3375,0.4500000000000002,6624.6,0.11,7.95,20.0,403.12,22.1,36.8,11.0,28.0,328.0,9.079999999999998,8.71,44.55,166.0,13.0,387.5499999999999,3119.6000000000004,16064.0,20.369999999999997,101.46,58.0,3447.0,10.62,18.0,24.0,7.0,15.0,11.0,431.5,5.04,5.35,1000.0,19.0,5.23,56.0
34,0.4199999999999999,3.4400000000000004,1.0,6.0,0.05,825.75,512.5000000000001,4.0,2.52,3.1100000000000003,1222.2,4.0,4.0,235.0,7.4175,25.0,4.26,7.0,4.0,114.5,138.0,0.29,25.49,0.25,0.75,6.375,29.67,426.65,0.2199999999999988,8.57,0.1799999999999999,0.71,5151.0,0.0,0.0,2.75,3.25,2.75,198.03000000000003,4.75,5.0,0.0,0.85,0.7600000000000002,5.0,0.0,0.1700000000000001,0.0,0.0,0.0625,19.72999999999999,2.4000000000000004,1.5900000000000003,1.36,1.0,1.0,0.0,10.0,12.44,4302.0,40.0,108.205,1.0,50.5,87.0,896.1500000000001,2.0,4.9325,121.2075,1.8725,1808.55,0.6300000000000001,5.5,1.75,2.0425,5.0,0.0,14.0,1.8725,1.75,0.25,82.5,0.2125,16.5375,14.5,1.4025,458.0,1.0,2.045,7.49,3.0,117.525,1.4625,0.2000000000000001,7234.200000000001,0.0399999999999999,7.49,0.0,432.8200000000001,25.5,17.5,11.0,28.0,330.0,8.18,8.17,66.15,202.0,13.0,484.83,3584.6000000000004,17208.0,19.73,101.96,58.0,3303.0,10.08,20.0,22.0,7.0,7.0,11.0,470.1,5.4399999999999995,5.85,940.0,19.0,5.61,56.0
