,range_Atomic_Radus,range_metallic_valence,range_l_quantum_number,range_number_of_valence_electrons,range_Molar_Denstiy_(mol/ml),avg_1st_ionization_potential_(kJ/mol),range_Melting_point_(K),range_gilmor_number_of_valence_electron,avg_Cohesive_energy,avg_metallic_valence,range_Boiling_Point_(K),range_Number_of_unfilled_p_valence_electrons,range_valence_p,avg_heat_atomization(kJ/mol),avg_Density_(g/mL),range_Mendele_Number,range_Density_(g/mL),avg_number_of_valence_electrons,range_abs_valence,avg_thermal_conductivity_(W/(m_K))_,range_1st_ionization_potential_(kJ/mol),range_Allred-Rockow_electronegativity,avg_Molar_Heat_Capacity(J/mol_K),sum_Molar_Denstiy_(mol/ml),avg_l_quantum_number,avg_polarizability(A^3),sum_Density_(g/mL),range_thermal_conductivity_(W/(m_K))_,range_Molar_Heat_Capacity(J/mol_K),range_heat_of_fusion_(kJ/mol)_,range_Covalent_Radius,range_Zunger_radii_sum,range_Critical_Temperature,range_Number_of_unfilled_d_valence_electrons,range_valence_d,avg_abs_valence,avg_Number_of_unfilled_p_valence_electrons,avg_valence_p,range_heat_of_vaporization_(kJ/mol)_,avg_gilmor_number_of_valence_electron,range_group,sum_valence_f,sum_specific_heat_(J/g_K)_,range_Cohesive_energy,avg_Period,range_Period,range_Pauling_Electronegativity,range_valence_f,range_Number_of_unfilled_f_valence_electrons,avg_Molar_Denstiy_(mol/ml),range_Atomic_Weight,range_polarizability(A^3),range_Gordy_electonegativity,avg_Atomic_Radus,range_valence_s,range_Number_of_unfilled_s_valence_electrons,avg_Number_of_unfilled_d_valence_electrons,avg_valence_d,sum_metallic_valence,avg_Critical_Temperature,sum_valence_d,avg_heat_of_vaporization_(kJ/mol)_,range_outer_shell_electrons,avg_Atomic_Number,range_heat_atomization(kJ/mol),avg_Melting_point_(K),range_families,avg_Gordy_electonegativity,avg_Atomic_Weight,avg_Zunger_radii_sum,avg_Boiling_Point_(K),range_Nagle_electonegativity,avg_families,avg_outer_shell_electrons,avg_Allred-Rockow_electronegativity,range_Atomic_Number,avg_valence_f,avg_Number_of_unfilled_f_valence_electrons,avg_Nagle_electonegativity,avg_valence_s,avg_Number_of_unfilled_s_valence_electrons,avg_Mendele_Number,avg_specific_heat_(J/g_K)_,avg_heat_of_fusion_(kJ/mol)_,avg_group,avg_Covalent_Radius,sum_thermal_conductivity_(W/(m_K))_,sum_Number_of_unfilled_s_valence_electrons,avg_Pauling_Electronegativity,sum_Zunger_radii_sum,sum_l_quantum_number,avg_Orbital_Radius(pm),avg_ionic_radius,range_ionic_radius,sum_Boiling_Point_(K),range_specific_heat_(J/g_K)_,sum_Nagle_electonegativity,sum_Number_of_unfilled_d_valence_electrons,sum_heat_of_vaporization_(kJ/mol)_,sum_polarizability(A^3),range_Orbital_Radius(pm),sum_abs_valence,sum_number_of_valence_electrons,sum_Mendele_Number,sum_Pauling_Electronegativity,sum_Allred-Rockow_electronegativity,sum_heat_of_fusion_(kJ/mol)_,sum_Atomic_Number,sum_Number_of_unfilled_p_valence_electrons,sum_Atomic_Weight,sum_Melting_point_(K),sum_Critical_Temperature,sum_Gordy_electonegativity,sum_Molar_Heat_Capacity(J/mol_K),sum_group,sum_1st_ionization_potential_(kJ/mol),sum_Cohesive_energy,sum_Period,sum_families,sum_valence_s,sum_outer_shell_electrons,sum_valence_p,sum_Orbital_Radius(pm),sum_Atomic_Radus,sum_ionic_radius,sum_heat_atomization(kJ/mol),sum_gilmor_number_of_valence_electron,sum_Covalent_Radius,sum_Number_of_unfilled_f_valence_electrons
254,1.06,2.0,1.0,4.0,0.0199999999999999,841.2857142857142,726.2,4.0,2.6028571428571428,2.2857142857142856,1825.3,4.0,4.0,253.42857142857144,2.67,81.0,5.76,4.571428571428571,2.0,66.81142857142856,410.0,1.5599999999999998,24.075714285714284,0.38,0.7142857142857142,9.27142857142857,18.69,199.73,4.18,6.819999999999999,0.72,1.9,4495.0,10.0,10.0,3.142857142857143,3.4285714285714284,2.571428571428571,286.0,4.571428571428571,14.0,0.0,4.33,1.3,3.571428571428571,2.0,1.58,0.0,0.0,0.0542857142857142,86.63999999999999,19.9,2.84,1.2642857142857142,0.0,0.0,8.57142857142857,1.4285714285714284,16.0,2403.5714285714284,10.0,91.65714285714286,4.0,22.0,124.0,610.4642857142857,5.0,4.8585714285714285,46.73571428571428,1.7542857142857142,1275.55,1.38,5.285714285714286,4.285714285714286,2.034285714285714,34.0,0.0,14.0,1.9828571428571429,2.0,0.0,63.71428571428571,0.6185714285714285,4.427142857142857,11.714285714285714,1.2814285714285714,467.68,0.0,2.04,12.28,5.0,112.28571428571428,1.2928571428571427,0.8,8928.85,0.48,13.88,60.0,641.6000000000001,64.9,88.0,22.0,32.0,446.0,14.28,14.239999999999998,30.99,154.0,24.0,327.15,4273.25,16825.0,34.01,168.53,82.0,5889.0,18.22,25.0,37.0,14.0,30.0,18.0,786.0,8.85,9.05,1774.0,32.0,8.969999999999999,98.0
255,1.38,1.0,1.0,3.0,0.22,997.7777777777776,2288.9,3.0,4.091111111111111,2.6666666666666665,4197.65,3.0,3.0,396.88888888888886,1.0366666666666666,75.0,2.34,3.5555555555555554,2.0,72.67999999999999,812.0,2.04,17.343333333333334,0.56,0.6666666666666666,8.755555555555555,9.33,199.97,14.22,49.84,0.99,2.46,3157.81,0.0,0.0,2.2222222222222223,4.444444444444445,1.5555555555555554,486.91,3.5555555555555554,13.0,0.0,8.09,3.97,2.6666666666666665,2.0,2.04,0.0,0.0,0.0622222222222222,29.269999999999996,21.7,3.87,1.0888888888888888,0.0,0.0,10.0,0.0,24.0,1745.8622222222225,0.0,161.16222222222223,3.0,10.888888888888888,395.0,921.5277777777778,5.0,5.083333333333332,21.988888888888887,1.4177777777777778,1570.0944444444444,2.01,5.111111111111111,3.5555555555555554,2.163333333333333,15.0,0.0,13.999999999999998,2.2055555555555557,2.0,0.0,54.77777777777777,0.8988888888888888,14.16222222222222,10.22222222222222,1.0955555555555554,654.12,0.0,2.137777777777778,12.76,6.0,96.73333333333332,1.0777777777777775,1.15,14130.85,0.41,19.85,90.0,1450.46,78.80000000000001,116.9,20.0,32.0,493.0,19.24,19.47,127.46,98.0,40.0,197.9,8293.75,15712.76,45.75,156.09,92.0,8980.0,36.82,24.0,46.0,18.0,32.0,14.0,870.6,9.8,9.7,3572.0,32.0,9.86,126.0
256,1.38,1.0,1.0,3.0,0.04,914.8,1048.9,3.0,3.072,2.4000000000000004,1679.8000000000002,3.0,3.0,296.0,0.93,75.0,1.55,3.2,1.0,120.012,812.0,2.04,20.978,0.12,0.4,14.12,4.65,199.97,10.68,8.18,0.99,2.46,2753.81,0.0,0.0,2.4000000000000004,4.8,1.2000000000000002,150.51000000000002,3.2,13.0,0.0,3.97,3.08,3.2,2.0,2.04,0.0,0.0,0.024,26.07,21.7,3.87,1.388,0.0,0.0,10.0,0.0,12.0,1778.476,0.0,93.096,3.0,14.8,295.0,692.59,5.0,4.558,29.651999999999997,2.016,1085.23,2.01,4.0,3.2,1.846,13.0,0.0,14.0,1.914,2.0,0.0,37.00000000000001,0.794,5.268,7.2,1.344,600.06,0.0,1.8160000000000005,10.08,2.0,122.24,1.34,1.15,5426.150000000001,0.41,9.57,50.0,465.48,70.60000000000001,116.9,12.0,16.0,185.0,9.08,9.23,26.339999999999996,74.0,24.0,148.26,3462.9500000000003,8892.38,22.79,104.89,36.0,4574.0,15.36,16.0,20.0,10.0,16.0,6.0,611.2,6.94,6.7,1480.0,16.0,6.72,70.0
257,0.6099999999999999,1.0,1.0,3.0,0.01,687.6,208.0000000000001,3.0,2.204,2.4000000000000004,466.0,3.0,3.0,211.6,3.606,78.0,5.140000000000001,3.2,1.0,129.72,244.0,0.95,25.378,0.22,0.4,16.32,18.03,175.7,0.3200000000000003,11.330000000000002,0.3600000000000001,1.23,2190.0,10.0,10.0,2.4000000000000004,4.8,1.2000000000000002,76.16000000000001,3.2,13.0,0.0,2.31,0.91,4.4,1.0,1.0499999999999998,0.0,0.0,0.044,81.68,16.200000000000003,1.99,1.696,0.0,0.0,6.0,4.0,12.0,3756.0,20.0,122.836,0.0,32.400000000000006,84.0,1028.95,4.0,3.806,72.75200000000001,2.508,1943.55,0.7699999999999998,3.6000000000000005,2.0,1.41,31.0,0.0,14.0,1.418,2.0,0.0,38.2,0.462,13.072,7.2,1.596,648.6,0.0,1.42,12.54,2.0,149.12,1.66,0.3500000000000001,9717.75,0.42,7.09,30.0,614.1800000000001,81.60000000000001,49.7,12.0,16.0,191.0,7.1,7.05,65.36,162.0,24.0,363.76,5144.75,18780.0,19.03,126.89,36.0,3438.0,11.02,22.0,18.0,10.0,10.0,6.0,745.6,8.48,8.3,1058.0,16.0,7.98,70.0
258,1.46,4.0,2.0,4.0,0.09,1060.85,1878.4,4.0,3.0275,1.2999999999999998,3470.0,4.0,4.0,290.9,1.036,80.0,4.54,4.8999999999999995,2.0,54.408,724.0,2.58,18.1005,0.54,0.95,6.164,20.72,199.97,10.53,50.33,1.01,2.53,15345.42,2.0,2.0,3.2,3.3,2.6999999999999997,417.59,4.699999999999999,14.0,0.0,16.1,3.01,2.65,2.0,2.44,0.0,0.0,0.027,31.880000000000003,22.01,5.359999999999999,0.9215,0.0,0.0,9.8,0.2,26.0,2848.598,4.0,124.77400000000002,4.0,12.1,292.0,645.46,5.0,6.4159999999999995,24.6135,1.2029999999999998,1067.9,2.51,5.8,4.699999999999999,2.7465,14.0,0.0,14.0,2.742,2.0,0.0,69.25,0.805,10.5405,12.4,1.0015,1088.16,0.0,2.653,24.06,19.0,83.14,0.935,1.2000000000000002,21358.0,0.4,54.84,196.0,2495.4800000000005,123.28000000000002,124.0,64.0,98.0,1385.0,53.06,54.93,210.80999999999997,242.0,66.0,492.27,12909.2,56971.96,128.32,362.01,248.0,21217.0,60.55,53.0,116.0,40.0,94.0,54.0,1662.8,18.43,18.7,5818.0,94.0,20.03,280.0
259,1.46,3.0,1.0,4.0,0.0467,1028.695652173913,1057.4,4.0,2.3695652173913047,1.1304347826086956,1743.0,4.0,4.0,225.69565217391303,2.8130434782608695,80.0,9.75,5.043478260869565,2.0,36.85260869565217,724.0,2.58,19.253298539130434,0.4402,0.826086956521739,6.342173913043479,64.7,199.97,10.53,11.08,1.01,2.53,4465.42,10.0,10.0,3.391304347826087,2.9565217391304346,3.043478260869565,149.89,5.043478260869565,14.0,84.0,15.2,0.78,3.391304347826087,4.0,2.44,14.0,14.0,0.0191391304347826,192.98037,22.01,5.359999999999999,0.9817391304347826,0.0,0.0,7.391304347826086,2.608695652173913,26.0,1793.458260869565,60.0,55.92739130434783,4.0,29.652173913043477,71.0,366.3152173913044,5.0,6.514034782608695,70.53053130434782,1.3083478260869563,834.758695652174,2.51,5.608695652173913,5.043478260869565,2.7439130434782606,75.0,3.652173913043478,10.347826086956522,2.716521739130435,2.0,0.0,72.82608695652173,0.6608695652173913,4.557391304347826,13.304347826086955,1.096086956521739,847.61,0.0,2.6452173913043477,30.092,19.0,88.6086956521739,1.0695652173913044,1.2000000000000002,19199.45,0.8,62.48,170.0,1286.33,145.87000000000003,124.0,78.0,116.0,1675.0,60.84,63.11,104.82,682.0,68.0,1622.20222,8425.25,41249.54,149.82279999999997,442.8258664,306.0,23660.0,54.5,78.0,129.0,46.0,116.0,70.0,2038.0,22.58,24.6,5191.0,116.0,25.21,238.0
260,1.52,3.0,1.0,5.0,0.22,1047.7777777777778,2298.8,5.0,2.8361111111111112,1.0555555555555556,4189.95,5.0,5.0,273.83333333333337,0.8205555555555555,86.0,2.34,4.444444444444445,4.0,60.07222222222222,1091.0,3.16,17.07777777777778,0.8600000000000001,0.7222222222222222,7.263333333333334,14.77,199.97,14.22,49.98,1.03,2.59,3139.68,0.0,0.0,3.0,3.5555555555555554,2.444444444444444,486.43,4.444444444444445,15.0,0.0,15.310000000000002,4.97,2.555555555555556,2.0,2.98,0.0,0.0,0.0477777777777777,29.269999999999996,22.17,7.08,0.9472222222222222,0.0,0.0,10.0,0.0,19.0,1432.641111111111,0.0,126.08666666666666,5.0,10.88888888888889,494.0,731.2944444444444,6.0,6.348333333333333,21.990555555555556,1.2244444444444444,1250.397222222222,3.12,5.5,4.444444444444445,2.6655555555555557,15.0,0.0,14.0,2.69,2.0,0.0,62.61111111111111,0.8505555555555555,10.863333333333332,11.666666666666666,1.0244444444444445,1081.3,0.0,2.5588888888888888,22.04,13.0,84.57777777777778,0.9694444444444444,1.3,22507.15,0.39,48.42,180.0,2269.56,130.74,129.4,54.0,80.0,1127.0,46.059999999999995,47.98,195.54,196.0,64.0,395.83,13163.3,25787.54,114.27,307.40000000000003,210.0,18860.0,51.05000000000001,46.0,99.0,36.0,80.0,44.0,1522.4,17.05,17.45,4929.0,80.0,18.44,252.0
261,1.0699999999999998,1.0,1.0,1.0,0.18,770.8571428571429,1240.0,1.0,5.242857142857142,2.8571428571428568,2517.85,1.0,1.0,516.5714285714286,2.227142857142857,65.0,0.7899999999999998,2.8571428571428568,1.0,51.71428571428571,211.0,1.0199999999999998,13.061428571428571,1.36,0.8571428571428571,5.828571428571428,15.59,173.0,14.22,41.66,0.92,2.2,404.0,0.0,0.0,1.1428571428571428,5.142857142857142,0.8571428571428571,336.4,2.8571428571428568,11.0,0.0,6.75,3.97,2.2857142857142856,2.0,1.04,0.0,0.0,0.1942857142857142,29.269999999999996,19.8,1.59,1.022857142857143,0.0,0.0,10.0,0.0,20.0,3226.285714285714,0.0,441.6428571428571,1.0,7.142857142857142,395.0,2175.0071428571428,4.0,4.372857142857142,14.991428571428573,1.1142857142857143,3915.307142857143,0.91,5.428571428571428,2.8571428571428568,1.904285714285714,15.0,0.0,14.0,1.89,2.0,0.0,62.71428571428571,0.9642857142857142,44.24857142857143,11.428571428571429,0.9514285714285712,362.0,0.0,1.8914285714285712,7.800000000000001,6.0,90.65714285714284,0.9857142857142857,0.95,27407.15,0.39,13.23,70.0,3091.5,40.8,91.4,8.0,20.0,439.0,13.24,13.329999999999998,309.74000000000007,50.0,36.0,104.94,15225.05,22584.0,30.61,91.43,80.0,5396.0,36.7,16.0,38.0,14.0,20.0,6.0,634.5999999999999,7.16,6.8999999999999995,3616.0,20.0,6.66,98.0
262,1.52,2.0,1.0,5.0,0.04,1317.3333333333333,1058.8000000000002,5.0,1.1733333333333331,0.6666666666666666,1672.1,5.0,5.0,112.0,0.5166666666666666,86.0,1.55,5.333333333333333,3.0,66.68666666666665,1091.0,3.16,18.803333333333335,0.04,0.6666666666666666,8.02,1.55,199.97,9.67,8.28,1.03,2.59,2735.68,0.0,0.0,4.0,2.6666666666666665,3.333333333333333,150.03,5.333333333333333,15.0,0.0,2.27,1.0,2.6666666666666665,2.0,2.98,0.0,0.0,0.0133333333333333,21.08,22.17,7.08,0.9266666666666664,0.0,0.0,10.0,0.0,2.0,1056.2133333333334,0.0,53.28,5.0,12.666666666666666,99.0,406.28333333333336,6.0,7.73,26.026666666666664,1.2733333333333334,642.4166666666667,3.12,6.0,5.333333333333333,3.1366666666666667,11.0,0.0,13.999999999999998,3.1900000000000004,2.0,0.0,64.33333333333333,0.7566666666666666,3.0199999999999996,11.999999999999998,1.0533333333333332,200.06,0.0,2.986666666666667,3.82,2.0,82.73333333333332,0.9333333333333332,1.3,1927.25,0.1899999999999999,9.57,30.0,159.84,24.06,129.4,12.0,16.0,193.0,8.96,9.41,9.06,38.0,8.0,78.08,1218.85,3168.64,23.19,56.41,36.0,3952.0,3.52,8.0,18.0,6.0,16.0,10.0,248.2,2.78,2.8,336.0,16.0,3.16,42.0
263,0.79,2.0,1.0,5.0,0.0,868.6666666666666,725.5000000000001,5.0,1.3533333333333333,0.6666666666666666,1300.0,5.0,5.0,130.66666666666666,3.803333333333333,89.0,3.38,5.333333333333333,3.0,66.96666666666665,418.0,1.3299999999999998,26.523333333333333,0.12,0.6666666666666666,10.933333333333334,11.41,199.55,1.91,0.7199999999999989,0.4099999999999999,1.41,2061.0,10.0,10.0,4.0,2.6666666666666665,3.333333333333333,132.55,5.333333333333333,15.0,0.0,1.05,0.73,4.666666666666666,1.0,1.66,0.0,0.0,0.0399999999999999,86.82000000000001,17.8,2.92,1.413333333333333,0.0,0.0,3.333333333333333,6.666666666666666,2.0,1506.0,20.0,64.93333333333334,5.0,41.99999999999999,71.0,628.4833333333333,6.0,4.956666666666666,97.96,2.06,890.4833333333333,1.16,6.0,5.333333333333333,1.9166666666666663,33.0,0.0,13.999999999999998,1.8833333333333333,2.0,0.0,66.33333333333333,0.35,8.059999999999999,11.999999999999998,1.4666666666666668,200.9,0.0,2.106666666666667,6.18,2.0,125.93333333333332,1.5333333333333332,0.4000000000000001,2671.45,0.42,5.65,10.0,194.8,32.8,64.6,12.0,16.0,199.0,6.32,5.75,24.18,126.0,8.0,293.88,1885.45,4518.0,14.87,79.57,36.0,2606.0,4.0600000000000005,14.0,18.0,6.0,16.0,10.0,377.8,4.24,4.6,392.0,16.0,4.4,42.0
264,1.38,1.0,1.0,3.0,0.07,974.0,1048.9,3.0,2.9400000000000004,2.4000000000000004,1679.8000000000002,3.0,3.0,284.0,1.0060000000000002,75.0,1.74,3.2,1.0,102.412,812.0,2.04,20.794,0.18,0.4,9.24,5.03,199.97,10.68,8.59,0.99,2.46,2753.81,0.0,0.0,2.4000000000000004,4.800000000000001,1.2000000000000002,150.51000000000002,3.2,13.0,0.0,4.75,3.41,2.8,2.0,2.04,0.0,0.0,0.036,26.07,21.7,3.91,1.192,0.0,0.0,10.0,0.0,12.0,1640.476,0.0,82.736,3.0,11.6,325.0,616.59,5.0,4.542,23.344,1.628,927.63,2.01,4.0,3.2,1.95,13.0,0.0,14.0,1.998,2.0,0.0,61.400000000000006,0.95,5.432,7.2,1.168,512.06,0.0,1.94,8.14,2.0,105.8,1.2200000000000002,1.15,4638.150000000001,0.41,9.99,50.0,413.68,46.2,116.9,12.0,16.0,307.0,9.7,9.75,27.159999999999997,58.0,24.0,116.71999999999998,3082.95,8202.38,22.71,103.97,36.0,4870.0,14.7,14.0,20.0,10.0,16.0,6.0,529.0,5.96,6.1,1420.0,16.0,5.84,70.0
265,1.46,2.0,1.0,4.0,0.04,952.0,1057.4,4.0,2.23,1.0,1667.0,4.0,4.0,213.5,0.775,80.0,1.55,4.0,2.0,100.015,724.0,2.58,19.985,0.04,0.5,11.795,1.55,199.97,10.53,8.319999999999999,1.01,2.53,2725.42,0.0,0.0,3.0,4.0,2.0,149.89,4.0,14.0,0.0,1.55,0.78,3.0,2.0,2.44,0.0,0.0,0.02,24.08,22.01,5.359999999999999,1.21,0.0,0.0,10.0,0.0,2.0,1517.29,0.0,78.355,4.0,14.0,71.0,583.45,5.0,5.6899999999999995,28.04,1.735,923.65,2.51,4.5,4.0,2.32,12.0,0.0,14.0,2.365,2.0,0.0,47.0,0.775,4.38,9.0,1.235,200.03,0.0,2.22,3.47,1.0,107.0,1.2,1.2000000000000002,1847.3,0.29,4.73,20.0,156.71,23.59,124.0,6.0,8.0,94.0,4.4399999999999995,4.64,8.76,28.0,8.0,56.08,1166.9,3034.58,11.38,39.97,18.0,1904.0,4.46,6.0,9.0,4.0,8.0,4.0,214.0,2.42,2.4,427.0,8.0,2.47,28.0
266,1.06,0.0,1.0,4.0,0.0199999999999999,795.0,726.2,4.0,2.345,2.0,1039.3000000000002,4.0,4.0,228.5,1.81,81.0,0.5199999999999998,4.0,2.0,100.135,410.0,1.5599999999999998,24.01,0.1,0.5,12.85,3.62,199.73,2.4800000000000004,6.819999999999999,0.72,1.9,1566.0,0.0,0.0,3.0,4.0,2.0,143.5,4.0,14.0,0.0,1.34,1.01,3.5,1.0,1.58,0.0,0.0,0.05,8.009999999999998,19.9,2.84,1.41,0.0,0.0,10.0,0.0,4.0,2097.0,0.0,81.55000000000001,4.0,18.0,101.0,749.0500000000001,5.0,4.43,36.075,2.05,1237.5,1.38,4.5,4.0,1.81,4.0,0.0,14.0,1.8000000000000005,2.0,0.0,47.5,0.6699999999999999,5.13,9.0,1.38,200.27,0.0,1.79,4.1,1.0,125.0,1.4,0.8,2475.0,0.0799999999999999,3.6000000000000005,20.0,163.10000000000002,25.7,88.0,6.0,8.0,95.0,3.58,3.62,10.26,36.0,8.0,72.15,1498.1,4194.0,8.86,48.02,18.0,1590.0,4.69,7.0,9.0,4.0,8.0,4.0,250.0,2.82,2.8,457.0,8.0,2.76,28.0
267,0.91,0.0,1.0,4.0,0.0199999999999999,765.5,622.0000000000001,4.0,2.15,2.0,799.0000000000001,4.0,4.0,202.5,3.17,82.0,3.24,4.0,2.0,100.26,351.0,1.4,25.26,0.1,0.5,13.3,6.34,199.48,0.0199999999999995,1.8499999999999988,0.5800000000000001,1.71,1123.0,0.0,0.0,3.0,4.0,2.0,115.6,4.0,14.0,0.0,0.95,0.6199999999999999,4.0,0.0,1.5499999999999998,0.0,0.0,0.05,38.879999999999995,19.0,2.75,1.485,0.0,0.0,10.0,0.0,4.0,2318.5,0.0,95.5,4.0,27.0,49.0,801.1500000000001,5.0,4.385,59.52,2.145,1357.65,1.2,4.5,4.0,1.73,14.0,0.0,14.0,1.71,2.0,0.0,48.0,0.475,7.615,9.0,1.45,200.52,0.0,1.775,4.29,1.0,130.4,1.475,0.6500000000000001,2715.3,0.31,3.42,20.0,191.0,26.6,77.2,6.0,8.0,96.0,3.55,3.46,15.23,54.0,8.0,119.04,1602.3000000000002,4637.0,8.77,50.52,18.0,1531.0,4.3,8.0,9.0,4.0,8.0,4.0,260.8,2.97,2.95,405.0,8.0,2.9,28.0
268,1.46,4.0,1.0,4.0,0.06,1048.2,1057.4,4.0,2.5680000000000005,1.2000000000000002,2453.0,4.0,4.0,245.4,1.772,80.0,7.31,4.8,2.0,53.338,724.0,2.58,19.272,0.1,0.8,6.574000000000001,8.86,199.97,12.23,8.319999999999999,1.01,2.53,5654.42,10.0,10.0,3.2,3.2,2.8,292.39,4.8,14.0,0.0,3.62,1.3,3.0,3.0,2.44,0.0,0.0,0.02,102.71,22.01,5.359999999999999,0.966,0.0,0.0,8.0,2.0,6.0,1830.548,10.0,91.866,4.0,18.8,124.0,356.31000000000006,5.0,6.542,41.358,1.258,914.1500000000002,2.51,5.6,4.3999999999999995,2.736,42.0,0.0,14.0,2.734,2.0,0.0,69.6,0.7240000000000001,3.246,12.8,1.068,266.69,0.0,2.656,6.29,4.0,85.60000000000001,1.01,1.2000000000000002,4570.75,0.6900000000000001,13.67,40.0,459.33,32.87,124.0,16.0,24.0,348.0,13.28,13.68,16.23,94.0,16.0,206.79,1781.5500000000002,9152.74,32.71,96.36,64.0,5241.0,12.84,15.0,28.0,10.0,22.0,14.0,428.0,4.83,5.05,1227.0,24.0,5.34,70.0
269,1.52,5.0,2.0,4.0,0.0917,1076.2000000000005,3214.4,4.0,4.0200000000000005,2.0,5620.799999999999,4.0,4.0,386.2000000000001,3.63,80.0,16.6,4.800000000000001,2.0,51.518,812.0,2.58,18.9185412,0.1317,1.0,7.716,18.15,199.97,10.762705999999998,31.380000000000003,1.01,2.53,10123.81,3.0,3.0,3.2,3.8000000000000007,2.2,740.21,4.4,14.0,14.0,3.65,6.26,3.2,4.0,2.44,14.0,14.0,0.02634,166.9379,22.01,5.359999999999999,1.092,0.0,0.0,9.4,0.6000000000000001,10.0,2713.0699999999997,3.0,181.182,4.0,23.2,604.0,910.81,5.0,6.64076,53.40758,1.4540000000000002,1542.59,2.51,5.4,4.2,2.532,66.0,2.8000000000000003,11.2,2.5460000000000003,2.0,0.0,62.20000000000001,0.73,8.187999999999999,10.8,1.066,257.59,0.0,2.484,7.27,5.0,90.48000000000002,1.02,1.2000000000000002,7712.95,0.9,12.73,47.0,905.91,38.58,124.0,16.0,24.0,311.0,12.42,12.66,40.94,116.0,19.0,267.0379,4554.05,13565.35,33.2038,94.592706,54.0,5381.0,20.1,16.0,27.0,10.0,21.0,11.0,452.4,5.46,5.1,1931.0,22.0,5.33,56.0
270,0.71,0.0,1.0,4.0,0.01,729.5,389.5000000000001,4.0,2.015,2.0,494.2000000000001,4.0,4.0,187.5,3.895,83.0,4.69,4.0,2.0,101.175,279.0,1.13,25.385,0.09,0.5,14.15,7.79,197.65,0.2699999999999996,8.95,0.3899999999999999,1.33,551.0,10.0,10.0,3.0,4.0,2.0,100.75,4.0,14.0,0.0,0.8300000000000001,0.3499999999999998,4.5,1.0,1.1,0.0,0.0,0.045,87.52,17.3,2.4300000000000006,1.585,0.0,0.0,5.0,5.0,4.0,2604.5,10.0,102.925,0.0,36.0,19.0,917.4,4.0,4.225,83.84,2.335,1510.0500000000002,0.97,4.0,2.0,1.5950000000000002,32.0,0.0,14.0,1.5950000000000002,2.0,0.0,48.5,0.415,13.015,9.0,1.545,202.35,0.0,1.55,4.67,1.0,140.05,1.6,0.4000000000000001,3020.1000000000004,0.43,3.1900000000000004,10.0,205.85,28.3,57.900000000000006,6.0,8.0,97.0,3.1,3.1900000000000004,26.03,72.0,8.0,167.68,1834.8,5209.0,8.45,50.77,18.0,1459.0,4.03,9.0,8.0,4.0,4.0,4.0,280.1,3.17,3.2,375.0,8.0,3.09,28.0
271,1.46,4.44,2.0,10.0,0.11,952.5,1057.4,5.0,2.165,2.1100000000000003,1667.0,4.0,4.0,209.25,2.6875,81.0,7.13,6.5,4.0,79.07499999999999,724.0,2.58,22.06,0.21,1.0,8.2225,10.75,199.97,10.78,8.319999999999999,1.01,2.53,3225.42,10.0,10.0,2.5,4.0,2.0,149.89,3.75,14.0,0.0,2.65,1.5,3.25,2.0,2.44,0.0,0.0,0.0525,49.39,22.01,5.359999999999999,1.1800000000000002,0.0,0.0,7.5,2.5,8.440000000000001,1932.145,10.0,70.45250000000001,4.0,18.5,148.0,561.4,5.0,5.244999999999999,38.385,1.6125,936.075,2.51,5.0,4.0,2.205,22.0,0.0,14.0,2.17,2.0,0.0,62.75,0.6625,4.449999999999999,11.5,1.2000000000000002,316.29999999999995,0.0,2.1675,6.45,4.0,100.375,1.1875,1.2000000000000002,3744.3,0.53,8.68,30.0,281.81000000000006,32.89,124.0,10.0,26.0,251.0,8.67,8.82,17.799999999999997,74.0,16.0,153.54,2245.6,7728.58,20.979999999999997,88.24,46.0,3810.0,8.66,13.0,20.0,8.0,16.0,8.0,401.5,4.720000000000001,4.75,837.0,15.0,4.800000000000001,56.0
272,0.7300000000000001,2.4400000000000004,1.0,9.0,0.02,860.8571428571429,291.09999999999997,5.0,2.597142857142857,2.76,1958.3,4.0,4.0,257.1428571428571,4.104285714285714,18.0,6.58,6.0,4.0,25.58285714285714,421.0,1.0699999999999998,24.075714285714284,0.48,0.8571428571428571,5.0,28.730000000000004,96.53,3.080000000000002,4.470000000000001,0.4599999999999999,1.12,6306.0,10.0,10.0,2.571428571428571,3.4285714285714284,2.571428571428571,248.9,4.428571428571429,4.0,0.0,3.81,1.6900000000000002,3.571428571428571,2.0,0.8900000000000001,0.0,0.0,0.0685714285714285,80.34,5.199999999999999,1.9299999999999995,1.1214285714285714,0.0,0.0,8.57142857142857,1.4285714285714284,19.32,3350.857142857142,10.0,93.73857142857142,4.0,24.857142857142858,174.0,391.96428571428567,3.0,5.094285714285714,54.30428571428571,1.4314285714285715,1323.1214285714284,1.0400000000000005,6.0,4.571428571428571,2.1999999999999997,32.0,0.0,14.0,2.0757142857142856,2.0,0.0,81.42857142857143,0.5442857142857143,3.464285714285714,14.57142857142857,1.1542857142857144,179.08,0.0,2.2328571428571427,10.02,6.0,99.02857142857144,1.164285714285714,0.55,9261.85,0.48,14.53,60.0,656.1700000000001,35.0,44.400000000000006,18.0,42.0,570.0,15.63,15.4,24.25,174.0,24.0,380.13,2743.75,23456.0,35.66,168.53,102.0,6026.0,18.18,25.0,42.0,14.0,32.0,18.0,693.2,7.85,8.15,1800.0,31.0,8.08,98.0
