formula,avg_1st_ionization_potential_(kJ/mol),avg_Allred-Rockow_electronegativity,avg_Atomic_Number,avg_Atomic_Radus,avg_Atomic_Weight,avg_Boiling_Point_(K),avg_Cohesive_energy,avg_Covalent_Radius,avg_Critical_Temperature,avg_Density_(g/mL),avg_Gordy_electonegativity,avg_Melting_point_(K),avg_Mendele_Number,avg_Molar_Denstiy_(mol/ml),avg_Molar_Heat_Capacity(J/mol_K),avg_Nagle_electonegativity,avg_Number_of_unfilled_d_valence_electrons,avg_Number_of_unfilled_f_valence_electrons,avg_Number_of_unfilled_p_valence_electrons,avg_Number_of_unfilled_s_valence_electrons,avg_Orbital_Radius(pm),avg_Pauling_Electronegativity,avg_Period,avg_Zunger_radii_sum,avg_abs_valence,avg_families,avg_gilmor_number_of_valence_electron,avg_group,avg_heat_atomization(kJ/mol),avg_heat_of_fusion_(kJ/mol)_,avg_heat_of_vaporization_(kJ/mol)_,avg_ionic_radius,avg_l_quantum_number,avg_metallic_valence,avg_number_of_valence_electrons,avg_outer_shell_electrons,avg_polarizability(A^3),avg_specific_heat_(J/g_K)_,avg_thermal_conductivity_(W/(m_K))_,avg_valence_d,avg_valence_f,avg_valence_p,avg_valence_s,sum_1st_ionization_potential_(kJ/mol),sum_Allred-Rockow_electronegativity,sum_Atomic_Number,sum_Atomic_Radus,sum_Atomic_Weight,sum_Boiling_Point_(K),sum_Cohesive_energy,sum_Covalent_Radius,sum_Critical_Temperature,sum_Density_(g/mL),sum_Gordy_electonegativity,sum_Melting_point_(K),sum_Mendele_Number,sum_Molar_Denstiy_(mol/ml),sum_Molar_Heat_Capacity(J/mol_K),sum_Nagle_electonegativity,sum_Number_of_unfilled_d_valence_electrons,sum_Number_of_unfilled_f_valence_electrons,sum_Number_of_unfilled_p_valence_electrons,sum_Number_of_unfilled_s_valence_electrons,sum_Orbital_Radius(pm),sum_Pauling_Electronegativity,sum_Period,sum_Zunger_radii_sum,sum_abs_valence,sum_families,sum_gilmor_number_of_valence_electron,sum_group,sum_heat_atomization(kJ/mol),sum_heat_of_fusion_(kJ/mol)_,sum_heat_of_vaporization_(kJ/mol)_,sum_ionic_radius,sum_l_quantum_number,sum_metallic_valence,sum_number_of_valence_electrons,sum_outer_shell_electrons,sum_polarizability(A^3),sum_specific_heat_(J/g_K)_,sum_thermal_conductivity_(W/(m_K))_,sum_valence_d,sum_valence_f,sum_valence_p,sum_valence_s,range_1st_ionization_potential_(kJ/mol),range_Allred-Rockow_electronegativity,range_Atomic_Number,range_Atomic_Radus,range_Atomic_Weight,range_Boiling_Point_(K),range_Cohesive_energy,range_Covalent_Radius,range_Critical_Temperature,range_Density_(g/mL),range_Gordy_electonegativity,range_Melting_point_(K),range_Mendele_Number,range_Molar_Denstiy_(mol/ml),range_Molar_Heat_Capacity(J/mol_K),range_Nagle_electonegativity,range_Number_of_unfilled_d_valence_electrons,range_Number_of_unfilled_f_valence_electrons,range_Number_of_unfilled_p_valence_electrons,range_Number_of_unfilled_s_valence_electrons,range_Orbital_Radius(pm),range_Pauling_Electronegativity,range_Period,range_Zunger_radii_sum,range_abs_valence,range_families,range_gilmor_number_of_valence_electron,range_group,range_heat_atomization(kJ/mol),range_heat_of_fusion_(kJ/mol)_,range_heat_of_vaporization_(kJ/mol)_,range_ionic_radius,range_l_quantum_number,range_metallic_valence,range_number_of_valence_electrons,range_outer_shell_electrons,range_polarizability(A^3),range_specific_heat_(J/g_K)_,range_thermal_conductivity_(W/(m_K))_,range_valence_d,range_valence_f,range_valence_p,range_valence_s,target
Ba2ZnTe3,753.1666666666666,1.6383333333333334,49.666666666666664,1.6949999999999998,120.475,1465.7166666666667,1.9533333333333331,1.5533333333333332,2817.833333333333,5.475,4.835,809.5,59.5,0.0533333333333333,26.346666666666664,1.61,3.333333333333333,14.0,4.0,0.0,141.96666666666664,1.6216666666666666,5.166666666666666,2.2816666666666663,2.6666666666666665,4.333333333333333,3.833333333333333,10.666666666666666,180.33333333333331,12.548333333333332,92.825,1.6416666666666666,0.8333333333333333,2.4066666666666667,5.666666666666666,2.0,17.05,0.2316666666666666,26.641666666666666,6.666666666666666,0.0,2.0,2.0,4519.0,9.83,298.0,10.17,722.8499999999999,8794.300000000001,11.72,9.32,16907.0,32.849999999999994,29.01,4857.0,357.0,0.32,158.08,9.66,20.0,84.0,24.0,0.0,851.8,9.73,31.0,13.69,16.0,26.0,23.0,64.0,1082.0,75.28999999999999,556.95,9.85,5.0,14.44,34.0,12.0,102.3,1.39,159.85000000000002,40.0,0.0,12.0,12.0,403.0,1.2800000000000002,26.0,1.2999999999999998,71.94000000000001,734.0,0.8399999999999999,0.6699999999999999,1051.0,3.63,1.6900000000000004,305.4,81.0,0.08,2.5100000000000016,1.1,10.0,0.0,4.0,0.0,99.5,1.21,2.0,1.73,4.0,4.0,5.0,14.0,66.0,10.169999999999998,89.45,0.7999999999999998,2.0,2.4400000000000004,10.0,0.0,34.2,0.19,113.65,10.0,0.0,4.0,0.0,1.2922000000000002
Ba3Bi2TeO9,1040.6666666666667,2.754,30.533333333333335,1.0666666666666669,73.436716,765.3366666666668,2.388666666666667,1.1186666666666667,1518.0146666666667,2.416,6.922506666666666,353.21000000000004,71.46666666666667,0.01556,19.479019253333338,2.7506666666666666,8.0,12.133333333333333,2.9333333333333336,0.0,92.87333333333332,2.6513333333333335,3.533333333333333,1.3396,3.466666666666667,5.666666666666667,5.066666666666666,13.066666666666666,226.13333333333333,4.354666666666667,47.922666666666665,1.096666666666667,0.8,0.9333333333333332,5.066666666666666,4.8,9.767333333333337,0.6213333333333334,4.903999999999999,2.0,1.8666666666666667,3.0666666666666664,2.0,15610.0,41.31,458.0,16.0,1101.55074,11480.05,35.83,16.78,22770.22,36.24,103.8376,5298.15,1072.0,0.2334,292.1852888,41.26,120.0,182.0,44.0,0.0,1393.1,39.77,53.0,20.094,52.0,85.0,76.0,196.0,3392.0,65.32000000000001,718.84,16.45,12.0,14.0,76.0,72.0,146.51000000000002,9.32,73.55999999999999,30.0,28.0,46.0,30.0,811.0,2.73,75.0,2.05,192.98037,1823.0,0.7200000000000002,1.25,4465.42,9.75,3.899999999999999,943.4,81.0,0.05,13.29,2.64,10.0,14.0,4.0,0.0,161.0,2.55,4.0,2.9299999999999997,2.0,5.0,4.0,14.0,69.0,17.27,138.59,1.5499999999999998,1.0,3.0,4.0,4.0,38.91,0.8,18.369999999999997,10.0,14.0,4.0,0.0,2.1188
Ba3Cd(SnS4)2,842.5,2.037142857142857,31.71428571428571,1.367142857142857,72.74142857142857,1257.6214285714286,2.567142857142857,1.3142857142857145,2492.8571428571427,3.595,5.236428571428571,549.0285714285714,68.64285714285714,0.0549999999999999,24.71,1.979285714285714,7.857142857142856,14.0,3.4285714285714284,0.0,116.6,2.065714285714286,4.071428571428571,1.7842857142857145,3.0,5.428571428571429,4.5,12.428571428571429,249.1428571428571,4.09,85.39785714285713,1.35,0.7142857142857142,2.46,5.285714285714286,4.285714285714286,11.778571428571428,0.4978571428571428,20.52571428571428,2.1428571428571423,0.0,2.571428571428571,2.0,11795.0,28.52,444.0,19.14,1018.38,17606.7,35.94,18.4,34900.0,50.33,73.31,7686.4,961.0,0.77,345.94,27.71,110.0,196.0,48.0,0.0,1632.4,28.92,57.0,24.98,42.0,76.0,63.0,174.0,3488.0,57.26,1195.5700000000002,18.9,10.0,34.44,74.0,60.0,164.9,6.97,287.36,30.0,0.0,36.0,28.0,497.0,1.71,40.0,1.65,105.26000000000002,1825.3,1.98,0.96,4495.0,6.58,1.9299999999999995,612.2,79.0,0.05,5.240000000000002,1.5100000000000002,10.0,0.0,4.0,0.0,125.0,1.69,3.0,2.3,4.0,5.0,5.0,14.0,190.0,6.03,286.0,1.15,1.0,2.4400000000000004,10.0,4.0,36.8,0.51,96.53,10.0,0.0,4.0,0.0,2.0791000000000004
Ba3Dy2(PS4)4,908.12,2.2104,24.64,1.206,54.9596,1004.718,2.8440000000000003,1.1872,2003.6,2.72,5.503712,552.3580000000001,73.16,0.0558079999999999,23.96,2.1536,10.0,13.2,2.96,0.0,105.264,2.206,3.5999999999999996,1.604,3.28,6.08,5.12,13.12,273.84000000000003,3.0212,43.6608,1.198,1.04,2.24,5.12,5.04,9.156,0.6152,3.2752,0.0,0.8,3.04,2.0,22703.0,55.26,616.0,30.15,1373.99,25117.95,71.1,29.68,50090.0,68.0,137.5928,13808.95,1829.0,1.3952,599.0,53.84,250.0,330.0,74.0,0.0,2631.6,55.15,90.0,40.1,82.0,152.0,128.0,328.0,6846.0,75.53,1091.52,29.95,26.0,56.0,128.0,126.0,228.90000000000003,15.38,81.88,0.0,20.0,76.0,50.0,509.0,1.71,51.0,1.65,131.53,2287.0,1.5300000000000002,0.96,6646.0,6.73,1.38,1367.9,79.0,0.03,5.240000000000002,1.5100000000000002,0.0,10.0,4.0,0.0,125.0,1.69,3.0,2.57,4.0,5.0,4.0,14.0,135.0,10.4,220.3,1.15,3.0,1.0,4.0,4.0,36.8,0.6,18.16,0.0,10.0,4.0,0.0,2.3736000000000006
Ba3Er2(PS4)4,909.4,2.2104,24.8,1.2044,55.340399999999995,1028.798,2.864,1.1856,1972.4,2.7615999999999996,5.527352,561.718,73.48,0.0559359999999999,24.024736000000004,2.1552,10.0,13.04,2.96,0.0,104.888,2.2076,3.5999999999999996,1.6008,3.44,6.08,5.12,13.12,275.91999999999996,3.7284,46.1328,1.198,1.04,2.24,5.12,5.04,9.012,0.6152,3.5632,0.0,0.96,3.04,2.0,22735.0,55.26,620.0,30.11,1383.51,25719.95,71.6,29.64,49310.0,69.03999999999999,138.1838,14042.95,1837.0,1.3984,600.6184000000001,53.88,250.0,326.0,74.0,0.0,2622.2,55.19,90.0,40.02,86.0,152.0,128.0,328.0,6898.0,93.21,1153.32,29.95,26.0,56.0,128.0,126.0,225.3,15.38,89.07999999999998,0.0,24.0,76.0,50.0,509.0,1.71,53.0,1.65,136.29,2588.0,1.5300000000000002,0.96,6256.0,7.25,1.38,1484.9,79.0,0.03,5.664200000000001,1.5100000000000002,0.0,12.0,4.0,0.0,125.0,1.69,3.0,2.53,2.0,5.0,4.0,14.0,137.0,19.24,251.2,1.15,3.0,1.0,4.0,4.0,36.8,0.6,18.16,0.0,12.0,4.0,0.0,2.3777000000000004
Ba3FeS4Br,823.4444444444443,1.9433333333333336,32.55555555555555,1.512222222222222,75.11333333333334,1329.5500000000002,2.511111111111111,1.3788888888888888,2766.6666666666665,3.306666666666666,5.182222222222221,734.7055555555555,58.77777777777777,0.0566666666666666,26.385555555555555,1.8733333333333335,9.333333333333332,13.999999999999998,3.6666666666666665,0.0,127.75555555555552,1.9755555555555555,4.222222222222222,1.99,3.666666666666666,5.111111111111111,4.666666666666666,10.555555555555555,242.8888888888889,5.468888888888888,92.24888888888889,1.4444444444444442,0.7777777777777777,2.1977777777777776,4.999999999999999,4.333333333333333,15.8,0.4833333333333333,15.177777777777775,0.6666666666666666,0.0,2.333333333333333,2.0,7411.0,17.490000000000002,293.0,13.61,676.02,11965.95,22.6,12.41,24900.0,29.76,46.64,6612.35,529.0,0.51,237.47,16.86,84.0,126.0,33.0,0.0,1149.8,17.78,38.0,17.91,33.0,46.0,42.0,95.0,2186.0,49.22,830.2400000000001,13.0,7.0,19.78,45.0,39.0,142.20000000000002,4.35,136.60000000000002,6.0,0.0,21.0,18.0,637.0,1.81,40.0,1.65,105.26000000000002,2691.2000000000003,3.0600000000000005,0.96,8666.0,5.790000000000001,2.99,1542.2,86.0,0.11,15.02,1.58,6.0,0.0,5.0,0.0,125.0,2.07,3.0,2.3,4.0,6.0,5.0,15.0,306.0,12.08,339.8,1.15,2.0,5.78,6.0,5.0,36.8,0.51,80.08,6.0,0.0,5.0,0.0,0.4962
Ba3Gd2(PS4)4,909.72,2.2104,24.48,1.21,54.5396,1061.198,2.9320000000000004,1.1888,2086.0,2.668,5.483136,544.438,72.84,0.055616,24.6434,2.1544,9.92,13.44,2.96,0.0,104.968,2.2043999999999997,3.5999999999999996,1.6232000000000002,3.3600000000000003,6.08,5.12,13.12,282.4,2.9404,54.0048,1.202,1.04,2.24,5.12,5.04,9.076,0.62,3.2672,0.08,0.56,3.04,2.0,22743.0,55.26,612.0,30.25,1363.49,26529.95,73.3,29.72,52150.0,66.69999999999999,137.0784,13610.95,1821.0,1.3904,616.085,53.86000000000001,248.0,336.0,74.0,0.0,2624.2,55.11,90.0,40.58,84.0,152.0,128.0,328.0,7060.0,73.51,1350.12,30.049999999999997,26.0,56.0,128.0,126.0,226.90000000000003,15.5,81.67999999999998,2.0,14.0,76.0,50.0,509.0,1.71,49.0,1.65,126.28,2993.0,2.24,0.96,7676.0,6.08,1.38,1268.9,79.0,0.03,13.397499999999996,1.5100000000000002,1.0,7.0,4.0,0.0,125.0,1.69,3.0,2.81,3.0,5.0,4.0,14.0,218.0,9.39,349.59999999999997,1.15,3.0,1.0,4.0,4.0,36.8,0.5700000000000001,18.16,1.0,7.0,4.0,0.0,1.4044
Ba3GeS5,807.8888888888889,1.9533333333333336,31.11111111111111,1.471111111111111,71.66111111111111,1381.3166666666668,2.644444444444445,1.362222222222222,2753.333333333333,2.9077777777777776,5.2555555555555555,682.7499999999999,60.66666666666667,0.0511111111111111,24.568888888888885,1.9111111111111112,10.0,14.0,3.555555555555556,0.0,125.77777777777776,1.9533333333333331,4.111111111111112,1.9177777777777776,3.111111111111111,5.222222222222222,4.444444444444445,11.11111111111111,256.8888888888889,7.643333333333333,89.54444444444444,1.411111111111111,0.6666666666666667,2.2222222222222223,4.444444444444445,4.444444444444445,15.522222222222222,0.4966666666666666,12.938888888888888,0.0,0.0,2.4444444444444446,2.0,7271.0,17.58,280.0,13.24,644.95,12431.85,23.799999999999997,12.259999999999998,24780.0,26.17,47.3,6144.75,546.0,0.4599999999999999,221.12,17.200000000000003,90.0,126.0,32.0,0.0,1132.0,17.58,37.0,17.259999999999998,28.0,47.0,40.0,100.0,2312.0,68.78999999999999,805.9,12.7,6.0,20.0,40.0,40.0,139.7,4.47,116.45,0.0,0.0,22.0,18.0,497.0,1.71,40.0,1.65,105.26000000000002,2385.3,1.95,0.96,7086.0,3.2500000000000004,1.38,834.5999999999999,79.0,0.04,5.240000000000002,1.5100000000000002,0.0,0.0,4.0,0.0,125.0,1.69,3.0,2.3,2.0,5.0,4.0,14.0,197.0,35.22,321.09999999999997,1.15,1.0,2.0,4.0,4.0,36.8,0.51,59.629999999999995,0.0,0.0,4.0,0.0,2.0632
Ba3Ho2(PS4)4,908.76,2.2104,24.72,1.2044,55.1540256,1015.358,2.8520000000000003,1.1864,1998.0,2.74,5.515143999999999,557.318,73.32,0.055872,23.861108096,2.1544,10.0,13.12,2.96,0.0,105.08,2.2068,3.5999999999999996,1.6024,3.3600000000000003,6.08,5.12,13.12,274.64,3.1124,44.5328,1.198,1.04,2.24,5.12,5.04,9.084,0.6144,3.7152,0.0,0.88,3.04,2.0,22719.0,55.26,618.0,30.11,1378.85064,25383.95,71.30000000000001,29.66,49950.0,68.5,137.8786,13932.95,1833.0,1.3967999999999998,596.5277024,53.86000000000001,250.0,328.0,74.0,0.0,2627.0,55.17,90.0,40.06,84.0,152.0,128.0,328.0,6866.0,77.81,1113.32,29.95,26.0,56.0,128.0,126.0,227.1,15.36,92.88,0.0,22.0,76.0,50.0,509.0,1.71,52.0,1.65,133.96032,2420.0,1.5300000000000002,0.96,6576.0,6.98,1.38,1429.9,79.0,0.03,5.240000000000002,1.5100000000000002,0.0,11.0,4.0,0.0,125.0,1.69,3.0,2.55,3.0,5.0,4.0,14.0,135.0,11.54,231.2,1.15,3.0,1.0,4.0,4.0,36.8,0.61,18.16,0.0,11.0,4.0,0.0,2.3798999999999997
Ba3In2(PO4)4,1107.88,2.9088000000000003,18.16,0.8923999999999999,40.8604,564.0300000000001,2.6552,0.9896,1188.7712,1.2959999999999998,7.0252,239.95799999999997,76.03999999999999,0.018,18.7108,2.9112,9.2,14.0,2.88,0.0,79.28,2.8011999999999997,2.88,1.0712,3.3600000000000003,6.24,5.12,13.92,250.8,1.4371999999999998,39.68320000000001,0.926,0.88,0.9952,5.12,5.04,6.6216,0.7544,8.793599999999998,0.8,0.0,3.12,2.0,27697.0,72.72,454.0,22.31,1021.51,14100.75,66.38,24.74,29719.28,32.4,175.63,5998.95,1901.0,0.4499999999999999,467.77,72.78,230.0,350.0,72.0,0.0,1982.0,70.03,72.0,26.78,84.0,156.0,128.0,348.0,6270.0,35.93,992.08,23.15,22.0,24.88,128.0,126.0,165.54000000000002,18.86,219.83999999999995,20.0,0.0,78.0,50.0,811.0,2.73,48.0,2.05,121.33,2263.0,1.5300000000000002,1.25,6575.42,7.31,4.139999999999999,943.4,78.0,0.06,13.29,2.64,10.0,0.0,4.0,0.0,161.0,2.55,4.0,2.9299999999999997,3.0,5.0,4.0,14.0,135.0,7.53,228.09,1.5499999999999998,1.0,3.44,4.0,4.0,38.91,0.72,81.57,10.0,0.0,4.0,0.0,3.7254
Ba3InS4Cl,813.1111111111111,1.9477777777777776,33.11111111111111,1.4955555555555553,76.72666666666666,1244.7277777777776,2.335555555555555,1.3833333333333333,2468.1066666666666,2.8988888888888886,5.319999999999999,571.1277777777777,60.888888888888886,0.0433333333333333,24.28222222222222,1.9155555555555557,8.88888888888889,13.999999999999998,3.5555555555555554,0.0,128.07777777777775,1.9922222222222223,4.222222222222221,1.9622222222222223,3.1111111111111107,5.222222222222221,4.444444444444445,11.11111111111111,224.44444444444449,4.068888888888888,78.54444444444444,1.4444444444444444,0.6666666666666667,1.9377777777777776,4.444444444444445,4.333333333333333,15.844444444444443,0.4611111111111111,15.321111111111108,1.1111111111111112,0.0,2.4444444444444446,2.0,7318.0,17.53,298.0,13.46,690.54,11202.55,21.019999999999996,12.45,22212.96,26.089999999999996,47.879999999999995,5140.15,548.0,0.39,218.54,17.240000000000002,80.0,126.0,32.0,0.0,1152.7,17.93,38.0,17.66,28.0,47.0,40.0,100.0,2020.0,36.62,706.9000000000001,13.0,6.0,17.439999999999998,40.0,39.0,142.6,4.15,137.89,10.0,0.0,22.0,18.0,748.0,1.99,40.0,1.7399999999999998,105.26000000000002,2114.6,1.4500000000000002,0.99,6313.04,7.31,2.609999999999999,826.0,85.0,0.06,10.990000000000002,1.84,10.0,0.0,5.0,0.0,133.5,2.27,3.0,2.3899999999999997,4.0,6.0,5.0,15.0,158.0,6.03,221.7,1.15,1.0,3.44,5.0,5.0,37.5,0.51,81.58999999999999,10.0,0.0,5.0,0.0,2.8257
Ba3MgTa2O9,1039.6666666666667,2.6066666666666665,26.533333333333335,1.157333333333333,62.813053333333336,1287.35,3.1326666666666667,1.104666666666667,2282.414666666667,3.0293333333333337,6.990506666666667,729.8433333333334,64.93333333333334,0.0228933333333333,19.4643608,2.624,9.6,12.133333333333333,3.6000000000000005,0.0,95.56666666666668,2.5293333333333337,3.4000000000000004,1.4693333333333334,3.333333333333333,5.266666666666667,4.533333333333333,10.8,299.5333333333333,6.492,138.006,1.0833333333333337,0.8666666666666667,1.2,4.8,4.3999999999999995,10.867333333333336,0.6786666666666668,21.764666666666667,0.4,1.8666666666666667,2.4,2.0,15595.0,39.1,398.0,17.36,942.1958,19310.25,46.989999999999995,16.57,34236.22,45.440000000000005,104.8576,10947.65,974.0,0.3434,291.965412,39.36,144.0,182.0,54.0,0.0,1433.5,37.94,51.0,22.04,50.0,79.0,68.0,162.0,4493.0,97.38,2070.09,16.25,13.0,18.0,72.0,66.0,163.01000000000002,10.18,326.46999999999997,6.0,28.0,36.0,30.0,811.0,2.73,65.0,2.05,164.9479,5608.0,6.59,1.25,10095.42,16.6,5.399999999999999,3214.4,78.0,0.0917,13.29,2.64,3.0,14.0,4.0,0.0,161.0,2.55,4.0,2.9299999999999997,2.0,5.0,4.0,14.0,634.0,31.380000000000003,739.59,1.5499999999999998,2.0,5.0,4.0,4.0,38.91,0.88,155.97,3.0,14.0,4.0,0.0,3.2733
Ba3Nb2Se9,805.8571428571429,1.9521428571428572,39.714285714285715,1.487142857142857,93.46071428571427,1742.3642857142856,3.0700000000000003,1.3657142857142857,3073.0714285714284,5.053571428571429,5.160714285714286,920.5785714285714,65.85714285714286,0.0578571428571428,25.69857142857143,1.8678571428571429,9.428571428571429,14.0,3.428571428571429,0.1428571428571428,125.85714285714286,2.0585714285714287,4.571428571428571,1.9521428571428572,3.5714285714285716,5.5,4.714285714285714,11.428571428571429,288.2142857142857,9.732857142857142,152.09285714285713,1.407142857142857,0.9285714285714286,2.428571428571429,5.0,4.428571428571429,13.192857142857145,0.2857142857142857,11.948571428571428,0.5714285714285714,0.0,2.5714285714285716,1.8571428571428572,11282.0,27.33,556.0,20.82,1308.4499999999998,24393.1,42.98,19.119999999999997,43023.0,70.75,72.25,12888.1,922.0,0.81,359.78,26.15,132.0,196.0,48.0,2.0,1762.0,28.82,64.0,27.33,50.0,77.0,66.0,160.0,4035.0,136.26,2129.3,19.7,13.0,34.0,70.0,62.0,184.7,4.0,167.28,8.0,0.0,36.0,26.0,438.0,1.5500000000000005,22.0,1.4999999999999998,58.37000000000002,4056.999999999999,5.67,0.8200000000000001,6943.0,5.07,2.26,2251.0,80.0,0.06,3.8500000000000014,1.33,4.0,0.0,4.0,1.0,114.2,1.6599999999999997,2.0,2.11,2.0,5.0,4.0,14.0,546.0,19.709999999999997,644.3,1.0,2.0,3.0,4.0,5.0,35.900000000000006,0.12,53.18,4.0,0.0,4.0,1.0,1.0023
Ba3P3ClO10,1113.8823529411766,2.844705882352941,18.23529411764706,0.9482352941176472,41.19705882352942,502.2911764705883,2.564117647058824,1.0241176470588236,867.9270588235295,0.9388235294117648,6.989999999999999,274.4617647058824,72.94117647058823,0.0158823529411764,18.811764705882354,2.8600000000000003,10.0,14.0,2.823529411764706,0.0,83.30588235294118,2.752941176470588,2.9411764705882355,1.1547058823529412,3.5294117647058822,6.176470588235295,5.1764705882352935,13.411764705882351,240.94117647058823,1.8035294117647056,29.805294117647065,0.9676470588235296,0.8235294117647058,0.8823529411764706,5.1764705882352935,5.1764705882352935,8.23529411764706,0.7405882352941178,3.3076470588235294,0.0,0.0,3.1764705882352944,2.0,18936.0,48.36,310.0,16.12,700.35,8538.95,43.59,17.41,14754.759999999998,15.96,118.82999999999998,4665.849999999999,1240.0,0.27,319.80000000000007,48.620000000000005,170.0,238.0,48.0,0.0,1416.2,46.8,50.0,19.629999999999995,60.0,105.0,88.0,228.0,4096.0,30.66,506.69,16.45,14.0,15.0,88.0,88.0,140.0,12.590000000000002,56.22999999999999,0.0,0.0,54.0,34.0,811.0,2.73,48.0,2.05,121.33,1823.0,2.03,1.25,3115.42,3.5,3.899999999999999,943.4,85.0,0.06,13.29,2.64,0.0,0.0,5.0,0.0,161.0,2.55,4.0,2.9299999999999997,3.0,6.0,5.0,15.0,194.0,7.53,138.59,1.5499999999999998,1.0,3.0,5.0,5.0,38.91,0.72,18.389999999999997,0.0,0.0,5.0,0.0,5.1465
Ba3Sb2S7,848.0833333333334,2.060833333333333,31.833333333333336,1.3675000000000002,73.33333333333334,1267.5583333333334,2.595833333333333,1.32,2429.0,3.1975,5.363333333333333,625.3666666666667,67.75,0.0508333333333333,24.546666666666667,2.0108333333333333,8.333333333333334,14.0,3.166666666666667,0.0,118.63333333333333,2.069166666666667,4.083333333333333,1.7866666666666666,3.3333333333333335,5.583333333333334,4.833333333333333,12.333333333333334,251.41666666666663,6.2524999999999995,54.07333333333334,1.3624999999999998,0.75,2.166666666666667,4.833333333333333,4.333333333333333,12.716666666666669,0.4991666666666666,8.8075,1.6666666666666663,0.0,2.8333333333333335,2.0,10177.0,24.729999999999997,382.0,16.41,880.0,15210.7,31.15,15.84,29148.0,38.370000000000005,64.36,7504.4,813.0,0.61,294.56,24.13,100.0,168.0,38.0,0.0,1423.6,24.83,49.0,21.44,40.0,67.0,58.0,148.0,3017.0,75.03,648.88,16.35,9.0,26.0,58.0,52.0,152.60000000000002,5.99,105.69,20.0,0.0,34.0,24.0,497.0,1.71,40.0,1.65,105.26000000000002,1505.3000000000002,0.9500000000000002,0.96,3756.0,4.620000000000001,1.38,612.2,79.0,0.03,5.240000000000002,1.5100000000000002,10.0,0.0,4.0,0.0,125.0,1.69,3.0,2.3,2.0,5.0,4.0,14.0,99.0,18.15,132.2,1.15,1.0,1.0,4.0,4.0,36.8,0.51,24.03,10.0,0.0,4.0,0.0,1.9021999999999997
Ba3Ta2Se9,821.4285714285714,1.9421428571428572,44.28571428571429,1.49,106.03755714285714,1839.935714285714,3.145714285714286,1.367142857142857,3294.5,6.200714285714286,5.599828571428571,996.0071428571428,66.0,0.0581,25.866100857142857,1.875,9.571428571428571,12.0,3.428571428571429,0.0,123.34285714285714,2.044285714285714,4.714285714285714,1.9564285714285716,3.428571428571429,5.5,4.714285714285714,11.428571428571429,296.2142857142857,10.475714285714286,160.80714285714285,1.407142857142857,0.9285714285714286,2.428571428571429,5.0,4.571428571428572,12.821428571428571,0.2685714285714285,12.49142857142857,0.4285714285714285,2.0,2.5714285714285716,2.0,11500.0,27.19,620.0,20.86,1484.5258,25759.1,44.04,19.14,46123.0,86.81,78.3976,13944.1,924.0,0.8134,362.125412,26.25,134.0,168.0,48.0,0.0,1726.8,28.619999999999997,66.0,27.39,48.0,77.0,66.0,160.0,4147.0,146.66,2251.3,19.7,13.0,34.0,70.0,64.0,179.5,3.76,174.88,6.0,28.0,36.0,28.0,438.0,1.5500000000000005,39.0,1.4999999999999998,101.9879,4740.0,6.199999999999999,0.8200000000000001,8493.0,13.1,2.103800000000001,2779.0,80.0,0.0617,2.740000000000002,1.33,3.0,14.0,4.0,0.0,114.2,1.6599999999999997,2.0,2.11,2.0,5.0,4.0,14.0,602.0,24.91,705.3,1.0,2.0,3.0,4.0,4.0,35.900000000000006,0.18,56.98,3.0,14.0,4.0,0.0,1.202
Ba3Ta2ZnO9,1050.8666666666666,2.6266666666666665,27.733333333333334,1.155333333333333,65.55172,1275.0833333333333,3.122,1.1053333333333335,2338.748,3.388666666666667,7.042506666666666,714.55,65.0,0.02556,19.511694133333336,2.6333333333333333,8.933333333333334,12.133333333333333,3.5999999999999996,0.0,94.14,2.552,3.466666666666667,1.4593333333333334,3.2,5.4,4.466666666666667,11.466666666666669,298.4,6.383333333333333,137.19933333333333,1.0733333333333333,1.0,1.3626666666666667,5.466666666666667,4.3999999999999995,10.587333333333332,0.6366666666666667,19.098000000000003,1.0666666666666669,1.8666666666666667,2.4,2.0,15763.0,39.400000000000006,416.0,17.33,983.2758,19126.25,46.83,16.58,35081.22,50.830000000000005,105.6376,10718.25,975.0,0.3833999999999999,292.67541200000005,39.5,134.0,182.0,54.0,0.0,1412.1,38.28,52.0,21.89,48.0,81.0,67.0,172.0,4476.0,95.75,2057.99,16.099999999999998,15.0,20.44,82.0,66.0,158.81000000000003,9.55,286.46999999999997,16.0,28.0,36.0,30.0,811.0,2.73,65.0,2.05,164.9479,5608.0,6.75,1.25,10095.42,16.6,4.619999999999999,3214.4,78.0,0.11,13.29,2.64,10.0,14.0,4.0,0.0,161.0,2.55,4.0,2.9299999999999997,4.0,5.0,5.0,14.0,651.0,31.380000000000003,739.59,1.5499999999999998,2.0,5.0,10.0,4.0,38.91,0.78,115.97,10.0,14.0,4.0,0.0,3.3488
